Epoch 1, Train Loss: 14.9397, Valid Loss: 10.3519, SSIM MAE: 599.6464, Size MAE: 99.9446, Best Vloss: inf, Best SSIM MAE: inf, Best Size MAE: inf
Epoch 1545, Train Loss: 0.3389, Valid Loss: 0.3223, SSIM MAE: 0.0763, Size MAE: 0.0350, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1546, Train Loss: 0.3398, Valid Loss: 0.3236, SSIM MAE: 0.0776, Size MAE: 0.0356, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1547, Train Loss: 0.3393, Valid Loss: 0.3233, SSIM MAE: 0.0778, Size MAE: 0.0353, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1548, Train Loss: 0.3390, Valid Loss: 0.3233, SSIM MAE: 0.0783, Size MAE: 0.0357, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1549, Train Loss: 0.3400, Valid Loss: 0.3220, SSIM MAE: 0.0766, Size MAE: 0.0349, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1550, Train Loss: 0.3377, Valid Loss: 0.3238, SSIM MAE: 0.0771, Size MAE: 0.0355, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1551, Train Loss: 0.3398, Valid Loss: 0.3223, SSIM MAE: 0.0769, Size MAE: 0.0346, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1552, Train Loss: 0.3402, Valid Loss: 0.3218, SSIM MAE: 0.0768, Size MAE: 0.0351, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1553, Train Loss: 0.3382, Valid Loss: 0.3224, SSIM MAE: 0.0767, Size MAE: 0.0352, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1554, Train Loss: 0.3386, Valid Loss: 0.3217, SSIM MAE: 0.0768, Size MAE: 0.0347, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1555, Train Loss: 0.3393, Valid Loss: 0.3223, SSIM MAE: 0.0766, Size MAE: 0.0349, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1556, Train Loss: 0.3399, Valid Loss: 0.3249, SSIM MAE: 0.0785, Size MAE: 0.0358, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1557, Train Loss: 0.3391, Valid Loss: 0.3223, SSIM MAE: 0.0770, Size MAE: 0.0350, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1558, Train Loss: 0.3384, Valid Loss: 0.3253, SSIM MAE: 0.0773, Size MAE: 0.0353, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1559, Train Loss: 0.3386, Valid Loss: 0.3240, SSIM MAE: 0.0773, Size MAE: 0.0354, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1560, Train Loss: 0.3386, Valid Loss: 0.3208, SSIM MAE: 0.0766, Size MAE: 0.0348, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1561, Train Loss: 0.3398, Valid Loss: 0.3228, SSIM MAE: 0.0771, Size MAE: 0.0354, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1562, Train Loss: 0.3398, Valid Loss: 0.3225, SSIM MAE: 0.0767, Size MAE: 0.0351, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1563, Train Loss: 0.3373, Valid Loss: 0.3218, SSIM MAE: 0.0765, Size MAE: 0.0346, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1564, Train Loss: 0.3395, Valid Loss: 0.3202, SSIM MAE: 0.0759, Size MAE: 0.0344, Best Vloss: 0.3204, Best SSIM MAE: 0.076151, Best Size MAE: 0.034578
Epoch 1565, Train Loss: 0.3400, Valid Loss: 0.3223, SSIM MAE: 0.0769, Size MAE: 0.0350, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1566, Train Loss: 0.3388, Valid Loss: 0.3223, SSIM MAE: 0.0765, Size MAE: 0.0346, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1567, Train Loss: 0.3395, Valid Loss: 0.3228, SSIM MAE: 0.0769, Size MAE: 0.0355, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1568, Train Loss: 0.3384, Valid Loss: 0.3234, SSIM MAE: 0.0775, Size MAE: 0.0356, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1569, Train Loss: 0.3397, Valid Loss: 0.3223, SSIM MAE: 0.0767, Size MAE: 0.0350, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1570, Train Loss: 0.3387, Valid Loss: 0.3225, SSIM MAE: 0.0767, Size MAE: 0.0352, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1571, Train Loss: 0.3387, Valid Loss: 0.3227, SSIM MAE: 0.0768, Size MAE: 0.0354, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1572, Train Loss: 0.3396, Valid Loss: 0.3223, SSIM MAE: 0.0768, Size MAE: 0.0353, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1573, Train Loss: 0.3379, Valid Loss: 0.3215, SSIM MAE: 0.0766, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1574, Train Loss: 0.3390, Valid Loss: 0.3227, SSIM MAE: 0.0773, Size MAE: 0.0351, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1575, Train Loss: 0.3383, Valid Loss: 0.3215, SSIM MAE: 0.0764, Size MAE: 0.0345, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1576, Train Loss: 0.3390, Valid Loss: 0.3204, SSIM MAE: 0.0765, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1577, Train Loss: 0.3385, Valid Loss: 0.3235, SSIM MAE: 0.0779, Size MAE: 0.0353, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1578, Train Loss: 0.3388, Valid Loss: 0.3213, SSIM MAE: 0.0765, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1579, Train Loss: 0.3396, Valid Loss: 0.3225, SSIM MAE: 0.0773, Size MAE: 0.0352, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1580, Train Loss: 0.3395, Valid Loss: 0.3235, SSIM MAE: 0.0777, Size MAE: 0.0357, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1581, Train Loss: 0.3384, Valid Loss: 0.3236, SSIM MAE: 0.0773, Size MAE: 0.0352, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1582, Train Loss: 0.3405, Valid Loss: 0.3224, SSIM MAE: 0.0763, Size MAE: 0.0346, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1583, Train Loss: 0.3388, Valid Loss: 0.3232, SSIM MAE: 0.0775, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1584, Train Loss: 0.3387, Valid Loss: 0.3223, SSIM MAE: 0.0764, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1585, Train Loss: 0.3383, Valid Loss: 0.3233, SSIM MAE: 0.0774, Size MAE: 0.0357, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1586, Train Loss: 0.3381, Valid Loss: 0.3216, SSIM MAE: 0.0765, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1587, Train Loss: 0.3399, Valid Loss: 0.3259, SSIM MAE: 0.0768, Size MAE: 0.0351, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1588, Train Loss: 0.3391, Valid Loss: 0.3233, SSIM MAE: 0.0774, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1589, Train Loss: 0.3395, Valid Loss: 0.3224, SSIM MAE: 0.0767, Size MAE: 0.0352, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1590, Train Loss: 0.3386, Valid Loss: 0.3208, SSIM MAE: 0.0764, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1591, Train Loss: 0.3391, Valid Loss: 0.3216, SSIM MAE: 0.0768, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1592, Train Loss: 0.3390, Valid Loss: 0.3223, SSIM MAE: 0.0773, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1593, Train Loss: 0.3393, Valid Loss: 0.3206, SSIM MAE: 0.0762, Size MAE: 0.0344, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034385
Epoch 1594, Train Loss: 0.3384, Valid Loss: 0.3238, SSIM MAE: 0.0779, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1595, Train Loss: 0.3380, Valid Loss: 0.3218, SSIM MAE: 0.0762, Size MAE: 0.0346, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1596, Train Loss: 0.3388, Valid Loss: 0.3223, SSIM MAE: 0.0765, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1597, Train Loss: 0.3389, Valid Loss: 0.3242, SSIM MAE: 0.0772, Size MAE: 0.0351, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1598, Train Loss: 0.3391, Valid Loss: 0.3235, SSIM MAE: 0.0780, Size MAE: 0.0354, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1599, Train Loss: 0.3386, Valid Loss: 0.3220, SSIM MAE: 0.0770, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1600, Train Loss: 0.3388, Valid Loss: 0.3215, SSIM MAE: 0.0764, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1601, Train Loss: 0.3381, Valid Loss: 0.3250, SSIM MAE: 0.0777, Size MAE: 0.0353, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1602, Train Loss: 0.3400, Valid Loss: 0.3223, SSIM MAE: 0.0776, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1603, Train Loss: 0.3380, Valid Loss: 0.3219, SSIM MAE: 0.0765, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1604, Train Loss: 0.3392, Valid Loss: 0.3215, SSIM MAE: 0.0763, Size MAE: 0.0345, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1605, Train Loss: 0.3396, Valid Loss: 0.3224, SSIM MAE: 0.0764, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1606, Train Loss: 0.3380, Valid Loss: 0.3210, SSIM MAE: 0.0764, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1607, Train Loss: 0.3391, Valid Loss: 0.3236, SSIM MAE: 0.0775, Size MAE: 0.0355, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1608, Train Loss: 0.3387, Valid Loss: 0.3218, SSIM MAE: 0.0763, Size MAE: 0.0344, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1609, Train Loss: 0.3389, Valid Loss: 0.3239, SSIM MAE: 0.0780, Size MAE: 0.0358, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1610, Train Loss: 0.3380, Valid Loss: 0.3240, SSIM MAE: 0.0774, Size MAE: 0.0355, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1611, Train Loss: 0.3381, Valid Loss: 0.3237, SSIM MAE: 0.0773, Size MAE: 0.0352, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1612, Train Loss: 0.3387, Valid Loss: 0.3231, SSIM MAE: 0.0765, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1613, Train Loss: 0.3394, Valid Loss: 0.3243, SSIM MAE: 0.0777, Size MAE: 0.0354, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1614, Train Loss: 0.3387, Valid Loss: 0.3215, SSIM MAE: 0.0767, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1615, Train Loss: 0.3403, Valid Loss: 0.3229, SSIM MAE: 0.0769, Size MAE: 0.0350, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1616, Train Loss: 0.3389, Valid Loss: 0.3221, SSIM MAE: 0.0768, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1617, Train Loss: 0.3388, Valid Loss: 0.3213, SSIM MAE: 0.0761, Size MAE: 0.0346, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1618, Train Loss: 0.3397, Valid Loss: 0.3239, SSIM MAE: 0.0769, Size MAE: 0.0353, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1619, Train Loss: 0.3385, Valid Loss: 0.3234, SSIM MAE: 0.0772, Size MAE: 0.0346, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1620, Train Loss: 0.3392, Valid Loss: 0.3227, SSIM MAE: 0.0773, Size MAE: 0.0351, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1621, Train Loss: 0.3375, Valid Loss: 0.3236, SSIM MAE: 0.0773, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1622, Train Loss: 0.3395, Valid Loss: 0.3229, SSIM MAE: 0.0766, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1623, Train Loss: 0.3389, Valid Loss: 0.3215, SSIM MAE: 0.0767, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1624, Train Loss: 0.3381, Valid Loss: 0.3225, SSIM MAE: 0.0778, Size MAE: 0.0350, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1625, Train Loss: 0.3387, Valid Loss: 0.3211, SSIM MAE: 0.0762, Size MAE: 0.0344, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1626, Train Loss: 0.3383, Valid Loss: 0.3233, SSIM MAE: 0.0770, Size MAE: 0.0354, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1627, Train Loss: 0.3378, Valid Loss: 0.3237, SSIM MAE: 0.0771, Size MAE: 0.0353, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1628, Train Loss: 0.3379, Valid Loss: 0.3218, SSIM MAE: 0.0764, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1629, Train Loss: 0.3382, Valid Loss: 0.3238, SSIM MAE: 0.0777, Size MAE: 0.0351, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1630, Train Loss: 0.3389, Valid Loss: 0.3207, SSIM MAE: 0.0764, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1631, Train Loss: 0.3378, Valid Loss: 0.3214, SSIM MAE: 0.0764, Size MAE: 0.0343, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034353
Epoch 1632, Train Loss: 0.3390, Valid Loss: 0.3215, SSIM MAE: 0.0767, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1633, Train Loss: 0.3394, Valid Loss: 0.3261, SSIM MAE: 0.0769, Size MAE: 0.0349, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1634, Train Loss: 0.3382, Valid Loss: 0.3244, SSIM MAE: 0.0778, Size MAE: 0.0355, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1635, Train Loss: 0.3383, Valid Loss: 0.3219, SSIM MAE: 0.0770, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1636, Train Loss: 0.3388, Valid Loss: 0.3221, SSIM MAE: 0.0767, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1637, Train Loss: 0.3387, Valid Loss: 0.3261, SSIM MAE: 0.0787, Size MAE: 0.0359, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1638, Train Loss: 0.3382, Valid Loss: 0.3218, SSIM MAE: 0.0768, Size MAE: 0.0348, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1639, Train Loss: 0.3394, Valid Loss: 0.3226, SSIM MAE: 0.0761, Size MAE: 0.0347, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1640, Train Loss: 0.3393, Valid Loss: 0.3198, SSIM MAE: 0.0763, Size MAE: 0.0344, Best Vloss: 0.3202, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1641, Train Loss: 0.3375, Valid Loss: 0.3225, SSIM MAE: 0.0766, Size MAE: 0.0347, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1642, Train Loss: 0.3378, Valid Loss: 0.3226, SSIM MAE: 0.0768, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1643, Train Loss: 0.3381, Valid Loss: 0.3234, SSIM MAE: 0.0771, Size MAE: 0.0351, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1644, Train Loss: 0.3383, Valid Loss: 0.3233, SSIM MAE: 0.0769, Size MAE: 0.0349, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1645, Train Loss: 0.3373, Valid Loss: 0.3208, SSIM MAE: 0.0762, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1646, Train Loss: 0.3382, Valid Loss: 0.3208, SSIM MAE: 0.0760, Size MAE: 0.0347, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1647, Train Loss: 0.3392, Valid Loss: 0.3269, SSIM MAE: 0.0789, Size MAE: 0.0359, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1648, Train Loss: 0.3383, Valid Loss: 0.3225, SSIM MAE: 0.0767, Size MAE: 0.0348, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1649, Train Loss: 0.3373, Valid Loss: 0.3214, SSIM MAE: 0.0765, Size MAE: 0.0347, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1650, Train Loss: 0.3380, Valid Loss: 0.3228, SSIM MAE: 0.0772, Size MAE: 0.0351, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1651, Train Loss: 0.3390, Valid Loss: 0.3218, SSIM MAE: 0.0768, Size MAE: 0.0350, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1652, Train Loss: 0.3382, Valid Loss: 0.3254, SSIM MAE: 0.0781, Size MAE: 0.0357, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1653, Train Loss: 0.3388, Valid Loss: 0.3216, SSIM MAE: 0.0764, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1654, Train Loss: 0.3386, Valid Loss: 0.3215, SSIM MAE: 0.0762, Size MAE: 0.0343, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034346
Epoch 1655, Train Loss: 0.3384, Valid Loss: 0.3224, SSIM MAE: 0.0765, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1656, Train Loss: 0.3382, Valid Loss: 0.3215, SSIM MAE: 0.0766, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1657, Train Loss: 0.3379, Valid Loss: 0.3241, SSIM MAE: 0.0776, Size MAE: 0.0357, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1658, Train Loss: 0.3388, Valid Loss: 0.3295, SSIM MAE: 0.0804, Size MAE: 0.0368, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1659, Train Loss: 0.3381, Valid Loss: 0.3216, SSIM MAE: 0.0762, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1660, Train Loss: 0.3381, Valid Loss: 0.3218, SSIM MAE: 0.0764, Size MAE: 0.0349, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1661, Train Loss: 0.3387, Valid Loss: 0.3222, SSIM MAE: 0.0765, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1662, Train Loss: 0.3406, Valid Loss: 0.3217, SSIM MAE: 0.0765, Size MAE: 0.0346, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1663, Train Loss: 0.3377, Valid Loss: 0.3210, SSIM MAE: 0.0762, Size MAE: 0.0347, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1664, Train Loss: 0.3382, Valid Loss: 0.3217, SSIM MAE: 0.0766, Size MAE: 0.0344, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1665, Train Loss: 0.3383, Valid Loss: 0.3223, SSIM MAE: 0.0768, Size MAE: 0.0350, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1666, Train Loss: 0.3391, Valid Loss: 0.3224, SSIM MAE: 0.0774, Size MAE: 0.0349, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1667, Train Loss: 0.3393, Valid Loss: 0.3205, SSIM MAE: 0.0763, Size MAE: 0.0343, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034312
Epoch 1668, Train Loss: 0.3389, Valid Loss: 0.3234, SSIM MAE: 0.0774, Size MAE: 0.0350, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1669, Train Loss: 0.3379, Valid Loss: 0.3206, SSIM MAE: 0.0760, Size MAE: 0.0344, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1670, Train Loss: 0.3384, Valid Loss: 0.3225, SSIM MAE: 0.0770, Size MAE: 0.0349, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1671, Train Loss: 0.3383, Valid Loss: 0.3220, SSIM MAE: 0.0770, Size MAE: 0.0352, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1672, Train Loss: 0.3383, Valid Loss: 0.3213, SSIM MAE: 0.0762, Size MAE: 0.0344, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1673, Train Loss: 0.3392, Valid Loss: 0.3231, SSIM MAE: 0.0766, Size MAE: 0.0350, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1674, Train Loss: 0.3378, Valid Loss: 0.3227, SSIM MAE: 0.0772, Size MAE: 0.0349, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1675, Train Loss: 0.3384, Valid Loss: 0.3225, SSIM MAE: 0.0771, Size MAE: 0.0351, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1676, Train Loss: 0.3379, Valid Loss: 0.3218, SSIM MAE: 0.0762, Size MAE: 0.0344, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1677, Train Loss: 0.3388, Valid Loss: 0.3214, SSIM MAE: 0.0764, Size MAE: 0.0345, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1678, Train Loss: 0.3379, Valid Loss: 0.3227, SSIM MAE: 0.0771, Size MAE: 0.0349, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1679, Train Loss: 0.3383, Valid Loss: 0.3196, SSIM MAE: 0.0759, Size MAE: 0.0344, Best Vloss: 0.3198, Best SSIM MAE: 0.075931, Best Size MAE: 0.034296
Epoch 1680, Train Loss: 0.3393, Valid Loss: 0.3206, SSIM MAE: 0.0758, Size MAE: 0.0343, Best Vloss: 0.3196, Best SSIM MAE: 0.075903, Best Size MAE: 0.034296
