threshold=(0, 0), ssim=0.962320, orig=2129912, zlib=387921, bz2=0, lzma=0, jpeg=507315
threshold=(0, 10), ssim=0.961968, orig=2129912, zlib=382599, bz2=0, lzma=0, jpeg=502758
threshold=(0, 20), ssim=0.958667, orig=2129912, zlib=368474, bz2=0, lzma=0, jpeg=494162
threshold=(0, 30), ssim=0.950511, orig=2129912, zlib=346049, bz2=0, lzma=0, jpeg=479609
threshold=(0, 40), ssim=0.942625, orig=2129912, zlib=322533, bz2=0, lzma=0, jpeg=463769
threshold=(0, 50), ssim=0.935076, orig=2129912, zlib=299298, bz2=0, lzma=0, jpeg=447007
threshold=(0, 60), ssim=0.928360, orig=2129912, zlib=275292, bz2=0, lzma=0, jpeg=430020
threshold=(0, 70), ssim=0.922269, orig=2129912, zlib=250792, bz2=0, lzma=0, jpeg=412755
threshold=(0, 80), ssim=0.916235, orig=2129912, zlib=225236, bz2=0, lzma=0, jpeg=394402
threshold=(0, 90), ssim=0.910414, orig=2129912, zlib=199073, bz2=0, lzma=0, jpeg=374515
threshold=(0, 100), ssim=0.905126, orig=2129912, zlib=171196, bz2=0, lzma=0, jpeg=352587
threshold=(10, 10), ssim=0.961589, orig=2126640, zlib=381248, bz2=0, lzma=0, jpeg=499881
threshold=(10, 20), ssim=0.958342, orig=2126640, zlib=367314, bz2=0, lzma=0, jpeg=491422
threshold=(10, 30), ssim=0.950188, orig=2126640, zlib=344513, bz2=0, lzma=0, jpeg=476902
threshold=(10, 40), ssim=0.942305, orig=2126640, zlib=321003, bz2=0, lzma=0, jpeg=461088
threshold=(10, 50), ssim=0.934756, orig=2126640, zlib=298061, bz2=0, lzma=0, jpeg=444357
threshold=(10, 60), ssim=0.928042, orig=2126640, zlib=273955, bz2=0, lzma=0, jpeg=427391
threshold=(10, 70), ssim=0.921954, orig=2126640, zlib=249617, bz2=0, lzma=0, jpeg=410137
threshold=(10, 80), ssim=0.915925, orig=2126640, zlib=223968, bz2=0, lzma=0, jpeg=391781
threshold=(10, 90), ssim=0.910109, orig=2126640, zlib=197875, bz2=0, lzma=0, jpeg=371939
threshold=(10, 100), ssim=0.904826, orig=2126640, zlib=170080, bz2=0, lzma=0, jpeg=349956
threshold=(20, 20), ssim=0.953274, orig=2123360, zlib=362033, bz2=0, lzma=0, jpeg=487333
threshold=(20, 30), ssim=0.945112, orig=2123360, zlib=340231, bz2=0, lzma=0, jpeg=472948
threshold=(20, 40), ssim=0.937230, orig=2123360, zlib=316102, bz2=0, lzma=0, jpeg=457228
threshold=(20, 50), ssim=0.929681, orig=2123360, zlib=292729, bz2=0, lzma=0, jpeg=440576
threshold=(20, 60), ssim=0.922971, orig=2123360, zlib=268790, bz2=0, lzma=0, jpeg=423685
threshold=(20, 70), ssim=0.916887, orig=2123360, zlib=244747, bz2=0, lzma=0, jpeg=406490
threshold=(20, 80), ssim=0.910872, orig=2123360, zlib=218943, bz2=0, lzma=0, jpeg=388196
threshold=(20, 90), ssim=0.905060, orig=2123360, zlib=192856, bz2=0, lzma=0, jpeg=368397
threshold=(20, 100), ssim=0.899775, orig=2123360, zlib=164820, bz2=0, lzma=0, jpeg=346449
threshold=(30, 30), ssim=0.927628, orig=2120088, zlib=328011, bz2=0, lzma=0, jpeg=466165
threshold=(30, 40), ssim=0.919671, orig=2120088, zlib=305586, bz2=0, lzma=0, jpeg=450649
threshold=(30, 50), ssim=0.912096, orig=2120088, zlib=282357, bz2=0, lzma=0, jpeg=434135
threshold=(30, 60), ssim=0.905367, orig=2120088, zlib=258232, bz2=0, lzma=0, jpeg=417318
threshold=(30, 70), ssim=0.899266, orig=2120088, zlib=233873, bz2=0, lzma=0, jpeg=400224
threshold=(30, 80), ssim=0.893242, orig=2120088, zlib=207283, bz2=0, lzma=0, jpeg=382168
threshold=(30, 90), ssim=0.887421, orig=2120088, zlib=180999, bz2=0, lzma=0, jpeg=362435
threshold=(30, 100), ssim=0.882135, orig=2120088, zlib=152585, bz2=0, lzma=0, jpeg=340639
threshold=(40, 40), ssim=0.900119, orig=2116808, zlib=292229, bz2=0, lzma=0, jpeg=442882
threshold=(40, 50), ssim=0.892468, orig=2116808, zlib=269087, bz2=0, lzma=0, jpeg=426590
threshold=(40, 60), ssim=0.885687, orig=2116808, zlib=245141, bz2=0, lzma=0, jpeg=409921
threshold=(40, 70), ssim=0.879543, orig=2116808, zlib=221458, bz2=0, lzma=0, jpeg=392900
threshold=(40, 80), ssim=0.873495, orig=2116808, zlib=196037, bz2=0, lzma=0, jpeg=375071
threshold=(40, 90), ssim=0.867661, orig=2116808, zlib=169642, bz2=0, lzma=0, jpeg=355450
threshold=(40, 100), ssim=0.862367, orig=2116808, zlib=141492, bz2=0, lzma=0, jpeg=333808
threshold=(50, 50), ssim=0.872258, orig=2113536, zlib=255180, bz2=0, lzma=0, jpeg=418065
threshold=(50, 60), ssim=0.865399, orig=2113536, zlib=232274, bz2=0, lzma=0, jpeg=401631
threshold=(50, 70), ssim=0.859214, orig=2113536, zlib=208255, bz2=0, lzma=0, jpeg=384765
threshold=(50, 80), ssim=0.853133, orig=2113536, zlib=182560, bz2=0, lzma=0, jpeg=367128
threshold=(50, 90), ssim=0.847270, orig=2113536, zlib=155756, bz2=0, lzma=0, jpeg=347669
threshold=(50, 100), ssim=0.841969, orig=2113536, zlib=127736, bz2=0, lzma=0, jpeg=326189
threshold=(60, 60), ssim=0.845781, orig=2110256, zlib=216768, bz2=0, lzma=0, jpeg=392833
threshold=(60, 70), ssim=0.839534, orig=2110256, zlib=193093, bz2=0, lzma=0, jpeg=376205
threshold=(60, 80), ssim=0.833409, orig=2110256, zlib=168565, bz2=0, lzma=0, jpeg=358736
threshold=(60, 90), ssim=0.827510, orig=2110256, zlib=141840, bz2=0, lzma=0, jpeg=339493
threshold=(60, 100), ssim=0.822194, orig=2110256, zlib=113731, bz2=0, lzma=0, jpeg=318149
threshold=(70, 70), ssim=0.820910, orig=2106984, zlib=178639, bz2=0, lzma=0, jpeg=367055
threshold=(70, 80), ssim=0.814721, orig=2106984, zlib=155012, bz2=0, lzma=0, jpeg=349850
threshold=(70, 90), ssim=0.808777, orig=2106984, zlib=127983, bz2=0, lzma=0, jpeg=330835
threshold=(70, 100), ssim=0.803438, orig=2106984, zlib=100025, bz2=0, lzma=0, jpeg=309646
threshold=(80, 80), ssim=0.796751, orig=2103704, zlib=138594, bz2=0, lzma=0, jpeg=340112
threshold=(80, 90), ssim=0.790738, orig=2103704, zlib=112267, bz2=0, lzma=0, jpeg=321521
threshold=(80, 100), ssim=0.785353, orig=2103704, zlib=84426, bz2=0, lzma=0, jpeg=300513
threshold=(90, 90), ssim=0.772894, orig=2100432, zlib=94502, bz2=0, lzma=0, jpeg=310855
threshold=(90, 100), ssim=0.767440, orig=2100432, zlib=66909, bz2=0, lzma=0, jpeg=290111
