threshold=(0, 0), ssim=0.971493, orig=2129456, zlib=315007, bz2=0, lzma=0, jpeg=474537
threshold=(0, 10), ssim=0.971373, orig=2129456, zlib=314198, bz2=0, lzma=0, jpeg=468287
threshold=(0, 20), ssim=0.970516, orig=2129456, zlib=306523, bz2=0, lzma=0, jpeg=460409
threshold=(0, 30), ssim=0.966931, orig=2129456, zlib=293327, bz2=0, lzma=0, jpeg=449501
threshold=(0, 40), ssim=0.961311, orig=2129456, zlib=274322, bz2=0, lzma=0, jpeg=436710
threshold=(0, 50), ssim=0.954715, orig=2129456, zlib=254670, bz2=0, lzma=0, jpeg=422721
threshold=(0, 60), ssim=0.948494, orig=2129456, zlib=234001, bz2=0, lzma=0, jpeg=407578
threshold=(0, 70), ssim=0.942566, orig=2129456, zlib=211286, bz2=0, lzma=0, jpeg=391708
threshold=(0, 80), ssim=0.937241, orig=2129456, zlib=186394, bz2=0, lzma=0, jpeg=374953
threshold=(0, 90), ssim=0.932142, orig=2129456, zlib=161294, bz2=0, lzma=0, jpeg=356966
threshold=(0, 100), ssim=0.928001, orig=2129456, zlib=134719, bz2=0, lzma=0, jpeg=337143
threshold=(10, 10), ssim=0.971229, orig=2126640, zlib=313150, bz2=0, lzma=0, jpeg=465995
threshold=(10, 20), ssim=0.970395, orig=2126640, zlib=305646, bz2=0, lzma=0, jpeg=458198
threshold=(10, 30), ssim=0.966818, orig=2126640, zlib=292395, bz2=0, lzma=0, jpeg=447339
threshold=(10, 40), ssim=0.961199, orig=2126640, zlib=273675, bz2=0, lzma=0, jpeg=434574
threshold=(10, 50), ssim=0.954604, orig=2126640, zlib=253912, bz2=0, lzma=0, jpeg=420618
threshold=(10, 60), ssim=0.948383, orig=2126640, zlib=233205, bz2=0, lzma=0, jpeg=405498
threshold=(10, 70), ssim=0.942456, orig=2126640, zlib=210471, bz2=0, lzma=0, jpeg=389645
threshold=(10, 80), ssim=0.937132, orig=2126640, zlib=185739, bz2=0, lzma=0, jpeg=372901
threshold=(10, 90), ssim=0.932032, orig=2126640, zlib=160605, bz2=0, lzma=0, jpeg=354805
threshold=(10, 100), ssim=0.927892, orig=2126640, zlib=134126, bz2=0, lzma=0, jpeg=334966
threshold=(20, 20), ssim=0.969585, orig=2123360, zlib=303269, bz2=0, lzma=0, jpeg=455234
threshold=(20, 30), ssim=0.966044, orig=2123360, zlib=290843, bz2=0, lzma=0, jpeg=444499
threshold=(20, 40), ssim=0.960433, orig=2123360, zlib=271620, bz2=0, lzma=0, jpeg=431790
threshold=(20, 50), ssim=0.953839, orig=2123360, zlib=251862, bz2=0, lzma=0, jpeg=417905
threshold=(20, 60), ssim=0.947619, orig=2123360, zlib=231240, bz2=0, lzma=0, jpeg=402861
threshold=(20, 70), ssim=0.941692, orig=2123360, zlib=207822, bz2=0, lzma=0, jpeg=387064
threshold=(20, 80), ssim=0.936371, orig=2123360, zlib=183442, bz2=0, lzma=0, jpeg=370340
threshold=(20, 90), ssim=0.931273, orig=2123360, zlib=158211, bz2=0, lzma=0, jpeg=352179
threshold=(20, 100), ssim=0.927134, orig=2123360, zlib=131621, bz2=0, lzma=0, jpeg=332286
threshold=(30, 30), ssim=0.961944, orig=2120088, zlib=285574, bz2=0, lzma=0, jpeg=440811
threshold=(30, 40), ssim=0.956377, orig=2120088, zlib=266934, bz2=0, lzma=0, jpeg=428236
threshold=(30, 50), ssim=0.949794, orig=2120088, zlib=247198, bz2=0, lzma=0, jpeg=414428
threshold=(30, 60), ssim=0.943581, orig=2120088, zlib=226389, bz2=0, lzma=0, jpeg=399430
threshold=(30, 70), ssim=0.937650, orig=2120088, zlib=203595, bz2=0, lzma=0, jpeg=383722
threshold=(30, 80), ssim=0.932337, orig=2120088, zlib=177986, bz2=0, lzma=0, jpeg=366979
threshold=(30, 90), ssim=0.927243, orig=2120088, zlib=152764, bz2=0, lzma=0, jpeg=348877
threshold=(30, 100), ssim=0.923108, orig=2120088, zlib=126280, bz2=0, lzma=0, jpeg=328990
threshold=(40, 40), ssim=0.946897, orig=2116808, zlib=260228, bz2=0, lzma=0, jpeg=423528
threshold=(40, 50), ssim=0.940326, orig=2116808, zlib=239268, bz2=0, lzma=0, jpeg=409849
threshold=(40, 60), ssim=0.934124, orig=2116808, zlib=218845, bz2=0, lzma=0, jpeg=394939
threshold=(40, 70), ssim=0.928186, orig=2116808, zlib=196020, bz2=0, lzma=0, jpeg=379309
threshold=(40, 80), ssim=0.922872, orig=2116808, zlib=171907, bz2=0, lzma=0, jpeg=362681
threshold=(40, 90), ssim=0.917781, orig=2116808, zlib=145882, bz2=0, lzma=0, jpeg=344658
threshold=(40, 100), ssim=0.913652, orig=2116808, zlib=119225, bz2=0, lzma=0, jpeg=324773
threshold=(50, 50), ssim=0.923831, orig=2113536, zlib=229866, bz2=0, lzma=0, jpeg=403689
threshold=(50, 60), ssim=0.917567, orig=2113536, zlib=208659, bz2=0, lzma=0, jpeg=388904
threshold=(50, 70), ssim=0.911610, orig=2113536, zlib=185306, bz2=0, lzma=0, jpeg=373379
threshold=(50, 80), ssim=0.906283, orig=2113536, zlib=161687, bz2=0, lzma=0, jpeg=356877
threshold=(50, 90), ssim=0.901190, orig=2113536, zlib=135720, bz2=0, lzma=0, jpeg=339020
threshold=(50, 100), ssim=0.897066, orig=2113536, zlib=109319, bz2=0, lzma=0, jpeg=319209
threshold=(60, 60), ssim=0.899747, orig=2110256, zlib=196900, bz2=0, lzma=0, jpeg=381764
threshold=(60, 70), ssim=0.893738, orig=2110256, zlib=174948, bz2=0, lzma=0, jpeg=366369
threshold=(60, 80), ssim=0.888378, orig=2110256, zlib=150809, bz2=0, lzma=0, jpeg=350000
threshold=(60, 90), ssim=0.883273, orig=2110256, zlib=124115, bz2=0, lzma=0, jpeg=332271
threshold=(60, 100), ssim=0.879148, orig=2110256, zlib=97397, bz2=0, lzma=0, jpeg=312560
threshold=(70, 70), ssim=0.876564, orig=2106984, zlib=160132, bz2=0, lzma=0, jpeg=358452
threshold=(70, 80), ssim=0.871138, orig=2106984, zlib=138013, bz2=0, lzma=0, jpeg=342224
threshold=(70, 90), ssim=0.866002, orig=2106984, zlib=112116, bz2=0, lzma=0, jpeg=324656
threshold=(70, 100), ssim=0.861874, orig=2106984, zlib=85515, bz2=0, lzma=0, jpeg=305019
threshold=(80, 80), ssim=0.854913, orig=2103704, zlib=124097, bz2=0, lzma=0, jpeg=333531
threshold=(80, 90), ssim=0.849733, orig=2103704, zlib=98944, bz2=0, lzma=0, jpeg=316133
threshold=(80, 100), ssim=0.845588, orig=2103704, zlib=71904, bz2=0, lzma=0, jpeg=296598
threshold=(90, 90), ssim=0.835064, orig=2100432, zlib=83191, bz2=0, lzma=0, jpeg=306752
threshold=(90, 100), ssim=0.830879, orig=2100432, zlib=56214, bz2=0, lzma=0, jpeg=287199
threshold=(100, 100), ssim=0.818871, orig=2097152, zlib=38963, bz2=0, lzma=0, jpeg=275502
