threshold=(0, 0), ssim=0.961738, orig=2125112, zlib=374282, bz2=0, lzma=0, jpeg=513172
threshold=(0, 10), ssim=0.961738, orig=2125112, zlib=374282, bz2=0, lzma=0, jpeg=513172
threshold=(0, 20), ssim=0.961734, orig=2125112, zlib=373701, bz2=0, lzma=0, jpeg=509506
threshold=(0, 30), ssim=0.960181, orig=2125112, zlib=365452, bz2=0, lzma=0, jpeg=500648
threshold=(0, 40), ssim=0.949994, orig=2125112, zlib=344544, bz2=0, lzma=0, jpeg=485631
threshold=(0, 50), ssim=0.937015, orig=2125112, zlib=319865, bz2=0, lzma=0, jpeg=466621
threshold=(0, 60), ssim=0.922593, orig=2125112, zlib=291575, bz2=0, lzma=0, jpeg=445770
threshold=(0, 70), ssim=0.908825, orig=2125112, zlib=261908, bz2=0, lzma=0, jpeg=423347
threshold=(0, 80), ssim=0.896886, orig=2125112, zlib=230790, bz2=0, lzma=0, jpeg=399883
threshold=(0, 90), ssim=0.887455, orig=2125112, zlib=199449, bz2=0, lzma=0, jpeg=375839
threshold=(0, 100), ssim=0.880332, orig=2125112, zlib=165937, bz2=0, lzma=0, jpeg=348889
threshold=(10, 10), ssim=0.961738, orig=2125112, zlib=374282, bz2=0, lzma=0, jpeg=513172
threshold=(10, 20), ssim=0.961734, orig=2125112, zlib=373701, bz2=0, lzma=0, jpeg=509506
threshold=(10, 30), ssim=0.960181, orig=2125112, zlib=365452, bz2=0, lzma=0, jpeg=500648
threshold=(10, 40), ssim=0.949994, orig=2125112, zlib=344544, bz2=0, lzma=0, jpeg=485631
threshold=(10, 50), ssim=0.937015, orig=2125112, zlib=319865, bz2=0, lzma=0, jpeg=466621
threshold=(10, 60), ssim=0.922593, orig=2125112, zlib=291575, bz2=0, lzma=0, jpeg=445770
threshold=(10, 70), ssim=0.908825, orig=2125112, zlib=261908, bz2=0, lzma=0, jpeg=423347
threshold=(10, 80), ssim=0.896886, orig=2125112, zlib=230790, bz2=0, lzma=0, jpeg=399883
threshold=(10, 90), ssim=0.887455, orig=2125112, zlib=199449, bz2=0, lzma=0, jpeg=375839
threshold=(10, 100), ssim=0.880332, orig=2125112, zlib=165937, bz2=0, lzma=0, jpeg=348889
threshold=(20, 20), ssim=0.961446, orig=2123344, zlib=372859, bz2=0, lzma=0, jpeg=507804
threshold=(20, 30), ssim=0.959947, orig=2123344, zlib=364912, bz2=0, lzma=0, jpeg=499144
threshold=(20, 40), ssim=0.949761, orig=2123344, zlib=343878, bz2=0, lzma=0, jpeg=484152
threshold=(20, 50), ssim=0.936784, orig=2123344, zlib=319027, bz2=0, lzma=0, jpeg=465125
threshold=(20, 60), ssim=0.922362, orig=2123344, zlib=290697, bz2=0, lzma=0, jpeg=444288
threshold=(20, 70), ssim=0.908595, orig=2123344, zlib=260874, bz2=0, lzma=0, jpeg=421880
threshold=(20, 80), ssim=0.896656, orig=2123344, zlib=229507, bz2=0, lzma=0, jpeg=398431
threshold=(20, 90), ssim=0.887225, orig=2123344, zlib=198641, bz2=0, lzma=0, jpeg=374397
threshold=(20, 100), ssim=0.880102, orig=2123344, zlib=165052, bz2=0, lzma=0, jpeg=347447
threshold=(30, 30), ssim=0.958741, orig=2120088, zlib=362624, bz2=0, lzma=0, jpeg=495669
threshold=(30, 40), ssim=0.948573, orig=2120088, zlib=340557, bz2=0, lzma=0, jpeg=480803
threshold=(30, 50), ssim=0.935604, orig=2120088, zlib=315455, bz2=0, lzma=0, jpeg=461854
threshold=(30, 60), ssim=0.921184, orig=2120088, zlib=287106, bz2=0, lzma=0, jpeg=441077
threshold=(30, 70), ssim=0.907418, orig=2120088, zlib=256892, bz2=0, lzma=0, jpeg=418707
threshold=(30, 80), ssim=0.895480, orig=2120088, zlib=226675, bz2=0, lzma=0, jpeg=395325
threshold=(30, 90), ssim=0.886049, orig=2120088, zlib=194986, bz2=0, lzma=0, jpeg=371320
threshold=(30, 100), ssim=0.878926, orig=2120088, zlib=161140, bz2=0, lzma=0, jpeg=344340
threshold=(40, 40), ssim=0.935338, orig=2116808, zlib=332629, bz2=0, lzma=0, jpeg=475216
