threshold=(0, 0), ssim=0.969527, orig=2129912, zlib=333630, bz2=0, lzma=0, jpeg=513065
threshold=(0, 10), ssim=0.969441, orig=2129912, zlib=333018, bz2=0, lzma=0, jpeg=507674
threshold=(0, 20), ssim=0.969409, orig=2129912, zlib=332290, bz2=0, lzma=0, jpeg=500873
threshold=(0, 30), ssim=0.969332, orig=2129912, zlib=330398, bz2=0, lzma=0, jpeg=493281
threshold=(0, 40), ssim=0.969221, orig=2129912, zlib=328067, bz2=0, lzma=0, jpeg=485164
threshold=(0, 50), ssim=0.967987, orig=2129912, zlib=320165, bz2=0, lzma=0, jpeg=475425
threshold=(0, 60), ssim=0.957679, orig=2129912, zlib=295106, bz2=0, lzma=0, jpeg=458733
threshold=(0, 70), ssim=0.943841, orig=2129912, zlib=264465, bz2=0, lzma=0, jpeg=436718
threshold=(0, 80), ssim=0.929995, orig=2129912, zlib=229736, bz2=0, lzma=0, jpeg=410715
threshold=(0, 90), ssim=0.917687, orig=2129912, zlib=191509, bz2=0, lzma=0, jpeg=381832
threshold=(0, 100), ssim=0.908295, orig=2129912, zlib=152916, bz2=0, lzma=0, jpeg=351074
threshold=(10, 10), ssim=0.969091, orig=2126632, zlib=332490, bz2=0, lzma=0, jpeg=504952
threshold=(10, 20), ssim=0.969069, orig=2126632, zlib=331640, bz2=0, lzma=0, jpeg=498354
threshold=(10, 30), ssim=0.969003, orig=2126632, zlib=329776, bz2=0, lzma=0, jpeg=490898
threshold=(10, 40), ssim=0.968904, orig=2126632, zlib=327431, bz2=0, lzma=0, jpeg=482798
threshold=(10, 50), ssim=0.967675, orig=2126632, zlib=319424, bz2=0, lzma=0, jpeg=472963
threshold=(10, 60), ssim=0.957368, orig=2126632, zlib=294964, bz2=0, lzma=0, jpeg=456278
threshold=(10, 70), ssim=0.943530, orig=2126632, zlib=263965, bz2=0, lzma=0, jpeg=434300
threshold=(10, 80), ssim=0.929684, orig=2126632, zlib=229008, bz2=0, lzma=0, jpeg=408338
threshold=(10, 90), ssim=0.917377, orig=2126632, zlib=191137, bz2=0, lzma=0, jpeg=379509
threshold=(10, 100), ssim=0.907984, orig=2126632, zlib=152350, bz2=0, lzma=0, jpeg=348756
threshold=(20, 20), ssim=0.968686, orig=2123352, zlib=330387, bz2=0, lzma=0, jpeg=495591
threshold=(20, 30), ssim=0.968648, orig=2123352, zlib=328937, bz2=0, lzma=0, jpeg=488288
threshold=(20, 40), ssim=0.968563, orig=2123352, zlib=326643, bz2=0, lzma=0, jpeg=480134
threshold=(20, 50), ssim=0.967344, orig=2123352, zlib=318557, bz2=0, lzma=0, jpeg=470343
threshold=(20, 60), ssim=0.957037, orig=2123352, zlib=294391, bz2=0, lzma=0, jpeg=453694
threshold=(20, 70), ssim=0.943200, orig=2123352, zlib=263155, bz2=0, lzma=0, jpeg=431778
threshold=(20, 80), ssim=0.929354, orig=2123352, zlib=227765, bz2=0, lzma=0, jpeg=405838
threshold=(20, 90), ssim=0.917047, orig=2123352, zlib=190297, bz2=0, lzma=0, jpeg=377008
threshold=(20, 100), ssim=0.907655, orig=2123352, zlib=151401, bz2=0, lzma=0, jpeg=346274
threshold=(30, 30), ssim=0.968553, orig=2120088, zlib=327450, bz2=0, lzma=0, jpeg=485543
threshold=(30, 40), ssim=0.968496, orig=2120088, zlib=325583, bz2=0, lzma=0, jpeg=477358
threshold=(30, 50), ssim=0.967294, orig=2120088, zlib=317441, bz2=0, lzma=0, jpeg=467646
threshold=(30, 60), ssim=0.956987, orig=2120088, zlib=293384, bz2=0, lzma=0, jpeg=451013
threshold=(30, 70), ssim=0.943151, orig=2120088, zlib=262113, bz2=0, lzma=0, jpeg=429137
threshold=(30, 80), ssim=0.929305, orig=2120088, zlib=226554, bz2=0, lzma=0, jpeg=403213
threshold=(30, 90), ssim=0.916998, orig=2120088, zlib=189152, bz2=0, lzma=0, jpeg=374431
threshold=(30, 100), ssim=0.907606, orig=2120088, zlib=149880, bz2=0, lzma=0, jpeg=343690
threshold=(40, 40), ssim=0.968643, orig=2116808, zlib=323974, bz2=0, lzma=0, jpeg=474505
threshold=(40, 50), ssim=0.967458, orig=2116808, zlib=316105, bz2=0, lzma=0, jpeg=464891
threshold=(40, 60), ssim=0.957152, orig=2116808, zlib=291764, bz2=0, lzma=0, jpeg=448255
threshold=(40, 70), ssim=0.943315, orig=2116808, zlib=260218, bz2=0, lzma=0, jpeg=426425
threshold=(40, 80), ssim=0.929470, orig=2116808, zlib=225626, bz2=0, lzma=0, jpeg=400520
threshold=(40, 90), ssim=0.917163, orig=2116808, zlib=187456, bz2=0, lzma=0, jpeg=371776
threshold=(40, 100), ssim=0.907771, orig=2116808, zlib=148154, bz2=0, lzma=0, jpeg=341014
threshold=(50, 50), ssim=0.966584, orig=2113536, zlib=313110, bz2=0, lzma=0, jpeg=461807
threshold=(50, 60), ssim=0.956292, orig=2113536, zlib=288407, bz2=0, lzma=0, jpeg=445176
threshold=(50, 70), ssim=0.942461, orig=2113536, zlib=256606, bz2=0, lzma=0, jpeg=423386
threshold=(50, 80), ssim=0.928621, orig=2113536, zlib=222723, bz2=0, lzma=0, jpeg=397489
threshold=(50, 90), ssim=0.916317, orig=2113536, zlib=183789, bz2=0, lzma=0, jpeg=368711
threshold=(50, 100), ssim=0.906935, orig=2113536, zlib=145859, bz2=0, lzma=0, jpeg=337865
threshold=(60, 60), ssim=0.941611, orig=2110256, zlib=277583, bz2=0, lzma=0, jpeg=438757
threshold=(60, 70), ssim=0.927676, orig=2110256, zlib=246393, bz2=0, lzma=0, jpeg=417015
threshold=(60, 80), ssim=0.913803, orig=2110256, zlib=209934, bz2=0, lzma=0, jpeg=391160
