threshold=(0, 0), ssim=0.970707, orig=2129568, zlib=140673, bz2=0, lzma=0, jpeg=395875
threshold=(0, 10), ssim=0.970647, orig=2129568, zlib=140624, bz2=0, lzma=0, jpeg=391093
threshold=(0, 20), ssim=0.970582, orig=2129568, zlib=140004, bz2=0, lzma=0, jpeg=385220
threshold=(0, 30), ssim=0.970509, orig=2129568, zlib=138629, bz2=0, lzma=0, jpeg=379163
threshold=(0, 40), ssim=0.970438, orig=2129568, zlib=136901, bz2=0, lzma=0, jpeg=373307
threshold=(0, 50), ssim=0.970318, orig=2129568, zlib=134597, bz2=0, lzma=0, jpeg=366934
threshold=(0, 60), ssim=0.970151, orig=2129568, zlib=131008, bz2=0, lzma=0, jpeg=359911
threshold=(0, 70), ssim=0.968216, orig=2129568, zlib=120130, bz2=0, lzma=0, jpeg=351256
threshold=(0, 80), ssim=0.963389, orig=2129568, zlib=104850, bz2=0, lzma=0, jpeg=340091
threshold=(0, 90), ssim=0.954793, orig=2129568, zlib=83269, bz2=0, lzma=0, jpeg=325577
threshold=(0, 100), ssim=0.942505, orig=2129568, zlib=54236, bz2=0, lzma=0, jpeg=303957
threshold=(10, 10), ssim=0.970168, orig=2126640, zlib=139800, bz2=0, lzma=0, jpeg=388412
threshold=(10, 20), ssim=0.970150, orig=2126640, zlib=139286, bz2=0, lzma=0, jpeg=382797
threshold=(10, 30), ssim=0.970088, orig=2126640, zlib=137914, bz2=0, lzma=0, jpeg=376834
threshold=(10, 40), ssim=0.970022, orig=2126640, zlib=136225, bz2=0, lzma=0, jpeg=370991
threshold=(10, 50), ssim=0.969904, orig=2126640, zlib=133919, bz2=0, lzma=0, jpeg=364664
threshold=(10, 60), ssim=0.969740, orig=2126640, zlib=130229, bz2=0, lzma=0, jpeg=357725
threshold=(10, 70), ssim=0.967810, orig=2126640, zlib=119295, bz2=0, lzma=0, jpeg=349131
threshold=(10, 80), ssim=0.962987, orig=2126640, zlib=104004, bz2=0, lzma=0, jpeg=338025
threshold=(10, 90), ssim=0.954392, orig=2126640, zlib=82693, bz2=0, lzma=0, jpeg=323568
threshold=(10, 100), ssim=0.942105, orig=2126640, zlib=53892, bz2=0, lzma=0, jpeg=302053
threshold=(20, 20), ssim=0.970036, orig=2123360, zlib=138212, bz2=0, lzma=0, jpeg=379769
