threshold=(0, 0), ssim=0.950078, orig=2129912, zlib=341303, bz2=0, lzma=0, jpeg=494128
threshold=(0, 10), ssim=0.949990, orig=2129912, zlib=339979, bz2=0, lzma=0, jpeg=487481
threshold=(0, 20), ssim=0.949818, orig=2129912, zlib=336461, bz2=0, lzma=0, jpeg=479707
threshold=(0, 30), ssim=0.947320, orig=2129912, zlib=323697, bz2=0, lzma=0, jpeg=470595
threshold=(0, 40), ssim=0.942657, orig=2129912, zlib=307468, bz2=0, lzma=0, jpeg=459640
threshold=(0, 50), ssim=0.936487, orig=2129912, zlib=288478, bz2=0, lzma=0, jpeg=447003
threshold=(0, 60), ssim=0.928383, orig=2129912, zlib=266215, bz2=0, lzma=0, jpeg=431256
threshold=(0, 70), ssim=0.917849, orig=2129912, zlib=240272, bz2=0, lzma=0, jpeg=412827
threshold=(0, 80), ssim=0.907623, orig=2129912, zlib=211398, bz2=0, lzma=0, jpeg=392037
threshold=(0, 90), ssim=0.897847, orig=2129912, zlib=180595, bz2=0, lzma=0, jpeg=369250
threshold=(0, 100), ssim=0.886966, orig=2129912, zlib=149510, bz2=0, lzma=0, jpeg=345074
threshold=(10, 10), ssim=0.949592, orig=2126632, zlib=338975, bz2=0, lzma=0, jpeg=484761
threshold=(10, 20), ssim=0.949451, orig=2126632, zlib=335742, bz2=0, lzma=0, jpeg=477158
threshold=(10, 30), ssim=0.946956, orig=2126632, zlib=322817, bz2=0, lzma=0, jpeg=468105
threshold=(10, 40), ssim=0.942294, orig=2126632, zlib=306586, bz2=0, lzma=0, jpeg=457213
threshold=(10, 50), ssim=0.936125, orig=2126632, zlib=287702, bz2=0, lzma=0, jpeg=444492
threshold=(10, 60), ssim=0.928021, orig=2126632, zlib=265420, bz2=0, lzma=0, jpeg=428768
threshold=(10, 70), ssim=0.917490, orig=2126632, zlib=239566, bz2=0, lzma=0, jpeg=410352
threshold=(10, 80), ssim=0.907264, orig=2126632, zlib=210471, bz2=0, lzma=0, jpeg=389579
threshold=(10, 90), ssim=0.897489, orig=2126632, zlib=179621, bz2=0, lzma=0, jpeg=366836
threshold=(10, 100), ssim=0.886609, orig=2126632, zlib=148384, bz2=0, lzma=0, jpeg=342674
