threshold=(0, 0), ssim=0.972669, orig=2129896, zlib=421348, bz2=0, lzma=0, jpeg=542425
threshold=(0, 10), ssim=0.972564, orig=2129896, zlib=418500, bz2=0, lzma=0, jpeg=536230
threshold=(0, 20), ssim=0.972266, orig=2129896, zlib=413035, bz2=0, lzma=0, jpeg=529005
threshold=(0, 30), ssim=0.968010, orig=2129896, zlib=397935, bz2=0, lzma=0, jpeg=517397
threshold=(0, 40), ssim=0.958550, orig=2129896, zlib=374565, bz2=0, lzma=0, jpeg=499129
threshold=(0, 50), ssim=0.949448, orig=2129896, zlib=347872, bz2=0, lzma=0, jpeg=479466
threshold=(0, 60), ssim=0.940485, orig=2129896, zlib=320292, bz2=0, lzma=0, jpeg=459233
threshold=(0, 70), ssim=0.932555, orig=2129896, zlib=292133, bz2=0, lzma=0, jpeg=438444
threshold=(0, 80), ssim=0.924995, orig=2129896, zlib=262976, bz2=0, lzma=0, jpeg=416788
threshold=(0, 90), ssim=0.918143, orig=2129896, zlib=232910, bz2=0, lzma=0, jpeg=394463
threshold=(0, 100), ssim=0.911441, orig=2129896, zlib=202157, bz2=0, lzma=0, jpeg=370249
threshold=(10, 10), ssim=0.972219, orig=2126632, zlib=417213, bz2=0, lzma=0, jpeg=533100
threshold=(10, 20), ssim=0.971963, orig=2126632, zlib=412168, bz2=0, lzma=0, jpeg=526186
threshold=(10, 30), ssim=0.967726, orig=2126632, zlib=397091, bz2=0, lzma=0, jpeg=514563
threshold=(10, 40), ssim=0.958267, orig=2126632, zlib=373485, bz2=0, lzma=0, jpeg=496337
threshold=(10, 50), ssim=0.949168, orig=2126632, zlib=346987, bz2=0, lzma=0, jpeg=476729
threshold=(10, 60), ssim=0.940206, orig=2126632, zlib=319426, bz2=0, lzma=0, jpeg=456543
threshold=(10, 70), ssim=0.932277, orig=2126632, zlib=291106, bz2=0, lzma=0, jpeg=435773
threshold=(10, 80), ssim=0.924719, orig=2126632, zlib=261873, bz2=0, lzma=0, jpeg=414109
threshold=(10, 90), ssim=0.917867, orig=2126632, zlib=231512, bz2=0, lzma=0, jpeg=391808
threshold=(10, 100), ssim=0.911166, orig=2126632, zlib=200769, bz2=0, lzma=0, jpeg=367563
threshold=(20, 20), ssim=0.971681, orig=2123360, zlib=410234, bz2=0, lzma=0, jpeg=522941
threshold=(20, 30), ssim=0.967486, orig=2123360, zlib=395230, bz2=0, lzma=0, jpeg=511451
threshold=(20, 40), ssim=0.958034, orig=2123360, zlib=371155, bz2=0, lzma=0, jpeg=493295
threshold=(20, 50), ssim=0.948937, orig=2123360, zlib=344496, bz2=0, lzma=0, jpeg=473736
threshold=(20, 60), ssim=0.939981, orig=2123360, zlib=316860, bz2=0, lzma=0, jpeg=453596
threshold=(20, 70), ssim=0.932054, orig=2123360, zlib=288260, bz2=0, lzma=0, jpeg=432840
threshold=(20, 80), ssim=0.924497, orig=2123360, zlib=258824, bz2=0, lzma=0, jpeg=411197
threshold=(20, 90), ssim=0.917647, orig=2123360, zlib=229280, bz2=0, lzma=0, jpeg=388942
threshold=(20, 100), ssim=0.910947, orig=2123360, zlib=198024, bz2=0, lzma=0, jpeg=364625
threshold=(30, 30), ssim=0.957683, orig=2120088, zlib=387686, bz2=0, lzma=0, jpeg=505938
threshold=(30, 40), ssim=0.948211, orig=2120088, zlib=363009, bz2=0, lzma=0, jpeg=487988
threshold=(30, 50), ssim=0.939112, orig=2120088, zlib=336555, bz2=0, lzma=0, jpeg=468542
threshold=(30, 60), ssim=0.930154, orig=2120088, zlib=309105, bz2=0, lzma=0, jpeg=448458
threshold=(30, 70), ssim=0.922228, orig=2120088, zlib=280713, bz2=0, lzma=0, jpeg=427771
threshold=(30, 80), ssim=0.914675, orig=2120088, zlib=251151, bz2=0, lzma=0, jpeg=406216
threshold=(30, 90), ssim=0.907829, orig=2120088, zlib=221276, bz2=0, lzma=0, jpeg=384019
threshold=(30, 100), ssim=0.901132, orig=2120088, zlib=189125, bz2=0, lzma=0, jpeg=359711
threshold=(40, 40), ssim=0.927354, orig=2116808, zlib=347678, bz2=0, lzma=0, jpeg=478801
threshold=(40, 50), ssim=0.918120, orig=2116808, zlib=321856, bz2=0, lzma=0, jpeg=459616
threshold=(40, 60), ssim=0.909082, orig=2116808, zlib=294150, bz2=0, lzma=0, jpeg=439686
threshold=(40, 70), ssim=0.901111, orig=2116808, zlib=265341, bz2=0, lzma=0, jpeg=419142
threshold=(40, 80), ssim=0.893524, orig=2116808, zlib=235725, bz2=0, lzma=0, jpeg=397764
threshold=(40, 90), ssim=0.886659, orig=2116808, zlib=205929, bz2=0, lzma=0, jpeg=375662
threshold=(40, 100), ssim=0.879954, orig=2116808, zlib=175109, bz2=0, lzma=0, jpeg=351495
threshold=(50, 50), ssim=0.896337, orig=2113536, zlib=305357, bz2=0, lzma=0, jpeg=449226
threshold=(50, 60), ssim=0.887178, orig=2113536, zlib=278568, bz2=0, lzma=0, jpeg=429570
threshold=(50, 70), ssim=0.879139, orig=2113536, zlib=250059, bz2=0, lzma=0, jpeg=409235
threshold=(50, 80), ssim=0.871497, orig=2113536, zlib=220155, bz2=0, lzma=0, jpeg=388035
threshold=(50, 90), ssim=0.864603, orig=2113536, zlib=189662, bz2=0, lzma=0, jpeg=366075
threshold=(50, 100), ssim=0.857894, orig=2113536, zlib=158144, bz2=0, lzma=0, jpeg=342058
threshold=(60, 60), ssim=0.866683, orig=2110256, zlib=260569, bz2=0, lzma=0, jpeg=418618
threshold=(60, 70), ssim=0.858562, orig=2110256, zlib=233145, bz2=0, lzma=0, jpeg=398583
threshold=(60, 80), ssim=0.850869, orig=2110256, zlib=203715, bz2=0, lzma=0, jpeg=377649
threshold=(60, 90), ssim=0.843941, orig=2110256, zlib=173628, bz2=0, lzma=0, jpeg=355848
threshold=(60, 100), ssim=0.837218, orig=2110256, zlib=140920, bz2=0, lzma=0, jpeg=331952
threshold=(70, 70), ssim=0.839119, orig=2106984, zlib=214482, bz2=0, lzma=0, jpeg=387052
threshold=(70, 80), ssim=0.831336, orig=2106984, zlib=185992, bz2=0, lzma=0, jpeg=366472
threshold=(70, 90), ssim=0.824352, orig=2106984, zlib=155752, bz2=0, lzma=0, jpeg=344919
threshold=(70, 100), ssim=0.817609, orig=2106984, zlib=123202, bz2=0, lzma=0, jpeg=321185
threshold=(80, 80), ssim=0.812924, orig=2103704, zlib=166586, bz2=0, lzma=0, jpeg=354554
