threshold=(0, 0), ssim=0.972956, orig=2127856, zlib=378820, bz2=0, lzma=0, jpeg=523818
threshold=(0, 10), ssim=0.972938, orig=2127856, zlib=378869, bz2=0, lzma=0, jpeg=521298
threshold=(0, 20), ssim=0.972850, orig=2127856, zlib=376701, bz2=0, lzma=0, jpeg=513589
threshold=(0, 30), ssim=0.972696, orig=2127856, zlib=371218, bz2=0, lzma=0, jpeg=504926
threshold=(0, 40), ssim=0.971832, orig=2127856, zlib=360706, bz2=0, lzma=0, jpeg=494933
threshold=(0, 50), ssim=0.964313, orig=2127856, zlib=337947, bz2=0, lzma=0, jpeg=478174
threshold=(0, 60), ssim=0.954347, orig=2127856, zlib=308731, bz2=0, lzma=0, jpeg=457637
threshold=(0, 70), ssim=0.945339, orig=2127856, zlib=277974, bz2=0, lzma=0, jpeg=435859
threshold=(0, 80), ssim=0.936603, orig=2127856, zlib=244825, bz2=0, lzma=0, jpeg=412618
threshold=(0, 90), ssim=0.927978, orig=2127856, zlib=210025, bz2=0, lzma=0, jpeg=387548
threshold=(0, 100), ssim=0.920370, orig=2127856, zlib=174562, bz2=0, lzma=0, jpeg=360655
threshold=(10, 10), ssim=0.972620, orig=2126640, zlib=378422, bz2=0, lzma=0, jpeg=520241
threshold=(10, 20), ssim=0.972572, orig=2126640, zlib=376453, bz2=0, lzma=0, jpeg=512633
threshold=(10, 30), ssim=0.972422, orig=2126640, zlib=370883, bz2=0, lzma=0, jpeg=503951
threshold=(10, 40), ssim=0.971558, orig=2126640, zlib=360534, bz2=0, lzma=0, jpeg=493965
threshold=(10, 50), ssim=0.964041, orig=2126640, zlib=337672, bz2=0, lzma=0, jpeg=477213
threshold=(10, 60), ssim=0.954075, orig=2126640, zlib=308282, bz2=0, lzma=0, jpeg=456680
threshold=(10, 70), ssim=0.945067, orig=2126640, zlib=277803, bz2=0, lzma=0, jpeg=434918
threshold=(10, 80), ssim=0.936331, orig=2126640, zlib=244614, bz2=0, lzma=0, jpeg=411690
threshold=(10, 90), ssim=0.927707, orig=2126640, zlib=209781, bz2=0, lzma=0, jpeg=386625
threshold=(10, 100), ssim=0.920099, orig=2126640, zlib=174173, bz2=0, lzma=0, jpeg=359716
threshold=(20, 20), ssim=0.972466, orig=2123360, zlib=375240, bz2=0, lzma=0, jpeg=509742
threshold=(20, 30), ssim=0.972331, orig=2123360, zlib=369778, bz2=0, lzma=0, jpeg=501124
threshold=(20, 40), ssim=0.971471, orig=2123360, zlib=359627, bz2=0, lzma=0, jpeg=491175
threshold=(20, 50), ssim=0.963957, orig=2123360, zlib=336302, bz2=0, lzma=0, jpeg=474466
threshold=(20, 60), ssim=0.953991, orig=2123360, zlib=307581, bz2=0, lzma=0, jpeg=453947
threshold=(20, 70), ssim=0.944984, orig=2123360, zlib=276789, bz2=0, lzma=0, jpeg=432203
threshold=(20, 80), ssim=0.936248, orig=2123360, zlib=243495, bz2=0, lzma=0, jpeg=408975
threshold=(20, 90), ssim=0.927624, orig=2123360, zlib=208498, bz2=0, lzma=0, jpeg=383903
threshold=(20, 100), ssim=0.920015, orig=2123360, zlib=173122, bz2=0, lzma=0, jpeg=356936
