threshold=(0, 0), ssim=0.950796, orig=2125688, zlib=264771, bz2=0, lzma=0, jpeg=434073
threshold=(0, 10), ssim=0.950796, orig=2125688, zlib=264771, bz2=0, lzma=0, jpeg=434073
threshold=(0, 20), ssim=0.950233, orig=2125688, zlib=259628, bz2=0, lzma=0, jpeg=429213
threshold=(0, 30), ssim=0.948609, orig=2125688, zlib=248178, bz2=0, lzma=0, jpeg=421605
threshold=(0, 40), ssim=0.946124, orig=2125688, zlib=234086, bz2=0, lzma=0, jpeg=412491
threshold=(0, 50), ssim=0.942078, orig=2125688, zlib=216241, bz2=0, lzma=0, jpeg=401394
threshold=(0, 60), ssim=0.936784, orig=2125688, zlib=197672, bz2=0, lzma=0, jpeg=388496
threshold=(0, 70), ssim=0.930126, orig=2125688, zlib=176078, bz2=0, lzma=0, jpeg=373694
threshold=(0, 80), ssim=0.921989, orig=2125688, zlib=152220, bz2=0, lzma=0, jpeg=356190
threshold=(0, 90), ssim=0.912369, orig=2125688, zlib=126049, bz2=0, lzma=0, jpeg=337009
threshold=(0, 100), ssim=0.903280, orig=2125688, zlib=96638, bz2=0, lzma=0, jpeg=315055
threshold=(10, 10), ssim=0.950796, orig=2125688, zlib=264771, bz2=0, lzma=0, jpeg=434073
threshold=(10, 20), ssim=0.950233, orig=2125688, zlib=259628, bz2=0, lzma=0, jpeg=429213
threshold=(10, 30), ssim=0.948609, orig=2125688, zlib=248178, bz2=0, lzma=0, jpeg=421605
threshold=(10, 40), ssim=0.946124, orig=2125688, zlib=234086, bz2=0, lzma=0, jpeg=412491
threshold=(10, 50), ssim=0.942078, orig=2125688, zlib=216241, bz2=0, lzma=0, jpeg=401394
threshold=(10, 60), ssim=0.936784, orig=2125688, zlib=197672, bz2=0, lzma=0, jpeg=388496
threshold=(10, 70), ssim=0.930126, orig=2125688, zlib=176078, bz2=0, lzma=0, jpeg=373694
threshold=(10, 80), ssim=0.921989, orig=2125688, zlib=152220, bz2=0, lzma=0, jpeg=356190
threshold=(10, 90), ssim=0.912369, orig=2125688, zlib=126049, bz2=0, lzma=0, jpeg=337009
threshold=(10, 100), ssim=0.903280, orig=2125688, zlib=96638, bz2=0, lzma=0, jpeg=315055
threshold=(20, 20), ssim=0.949715, orig=2123360, zlib=258015, bz2=0, lzma=0, jpeg=426709
threshold=(20, 30), ssim=0.948153, orig=2123360, zlib=247008, bz2=0, lzma=0, jpeg=419281
threshold=(20, 40), ssim=0.945695, orig=2123360, zlib=233104, bz2=0, lzma=0, jpeg=410295
threshold=(20, 50), ssim=0.941656, orig=2123360, zlib=214989, bz2=0, lzma=0, jpeg=399274
threshold=(20, 60), ssim=0.936374, orig=2123360, zlib=196647, bz2=0, lzma=0, jpeg=386455
threshold=(20, 70), ssim=0.929720, orig=2123360, zlib=174712, bz2=0, lzma=0, jpeg=371723
threshold=(20, 80), ssim=0.921584, orig=2123360, zlib=151060, bz2=0, lzma=0, jpeg=354242
threshold=(20, 90), ssim=0.911972, orig=2123360, zlib=124769, bz2=0, lzma=0, jpeg=335170
threshold=(20, 100), ssim=0.902887, orig=2123360, zlib=95216, bz2=0, lzma=0, jpeg=313239
threshold=(30, 30), ssim=0.947182, orig=2120088, zlib=243736, bz2=0, lzma=0, jpeg=415615
threshold=(30, 40), ssim=0.944783, orig=2120088, zlib=230864, bz2=0, lzma=0, jpeg=406901
threshold=(30, 50), ssim=0.940763, orig=2120088, zlib=212468, bz2=0, lzma=0, jpeg=396025
threshold=(30, 60), ssim=0.935495, orig=2120088, zlib=193769, bz2=0, lzma=0, jpeg=383323
threshold=(30, 70), ssim=0.928848, orig=2120088, zlib=172032, bz2=0, lzma=0, jpeg=368719
threshold=(30, 80), ssim=0.920712, orig=2120088, zlib=148267, bz2=0, lzma=0, jpeg=351317
threshold=(30, 90), ssim=0.911101, orig=2120088, zlib=121663, bz2=0, lzma=0, jpeg=332365
threshold=(30, 100), ssim=0.902016, orig=2120088, zlib=92445, bz2=0, lzma=0, jpeg=310500
threshold=(40, 40), ssim=0.942499, orig=2116808, zlib=226314, bz2=0, lzma=0, jpeg=402929
threshold=(40, 50), ssim=0.938523, orig=2116808, zlib=208594, bz2=0, lzma=0, jpeg=392322
threshold=(40, 60), ssim=0.933277, orig=2116808, zlib=189722, bz2=0, lzma=0, jpeg=379796
threshold=(40, 70), ssim=0.926639, orig=2116808, zlib=168272, bz2=0, lzma=0, jpeg=365379
threshold=(40, 80), ssim=0.918503, orig=2116808, zlib=145006, bz2=0, lzma=0, jpeg=348065
threshold=(40, 90), ssim=0.908891, orig=2116808, zlib=117726, bz2=0, lzma=0, jpeg=329265
threshold=(40, 100), ssim=0.899807, orig=2116808, zlib=88833, bz2=0, lzma=0, jpeg=307434
threshold=(50, 50), ssim=0.934519, orig=2113536, zlib=203765, bz2=0, lzma=0, jpeg=388110
threshold=(50, 60), ssim=0.929329, orig=2113536, zlib=184237, bz2=0, lzma=0, jpeg=375925
threshold=(50, 70), ssim=0.922720, orig=2113536, zlib=163406, bz2=0, lzma=0, jpeg=361691
threshold=(50, 80), ssim=0.914587, orig=2113536, zlib=140301, bz2=0, lzma=0, jpeg=344521
threshold=(50, 90), ssim=0.904937, orig=2113536, zlib=113350, bz2=0, lzma=0, jpeg=325828
threshold=(50, 100), ssim=0.895857, orig=2113536, zlib=83790, bz2=0, lzma=0, jpeg=304098
threshold=(60, 60), ssim=0.921923, orig=2110256, zlib=177058, bz2=0, lzma=0, jpeg=371213
threshold=(60, 70), ssim=0.915331, orig=2110256, zlib=156228, bz2=0, lzma=0, jpeg=357316
threshold=(60, 80), ssim=0.907212, orig=2110256, zlib=132804, bz2=0, lzma=0, jpeg=340316
