threshold=(0, 0), ssim=0.970179, orig=2129912, zlib=408715, bz2=0, lzma=0, jpeg=518363
threshold=(0, 10), ssim=0.968367, orig=2129912, zlib=395875, bz2=0, lzma=0, jpeg=510532
threshold=(0, 20), ssim=0.966042, orig=2129912, zlib=379473, bz2=0, lzma=0, jpeg=500881
threshold=(0, 30), ssim=0.963296, orig=2129912, zlib=361881, bz2=0, lzma=0, jpeg=489861
threshold=(0, 40), ssim=0.959339, orig=2129912, zlib=342499, bz2=0, lzma=0, jpeg=476936
threshold=(0, 50), ssim=0.953830, orig=2129912, zlib=321076, bz2=0, lzma=0, jpeg=462236
threshold=(0, 60), ssim=0.947355, orig=2129912, zlib=296413, bz2=0, lzma=0, jpeg=445452
threshold=(0, 70), ssim=0.940592, orig=2129912, zlib=269765, bz2=0, lzma=0, jpeg=426884
threshold=(0, 80), ssim=0.933804, orig=2129912, zlib=240400, bz2=0, lzma=0, jpeg=405530
threshold=(0, 90), ssim=0.927548, orig=2129912, zlib=210125, bz2=0, lzma=0, jpeg=382167
threshold=(0, 100), ssim=0.922702, orig=2129912, zlib=178886, bz2=0, lzma=0, jpeg=358510
threshold=(10, 10), ssim=0.964113, orig=2126640, zlib=390745, bz2=0, lzma=0, jpeg=506725
threshold=(10, 20), ssim=0.961844, orig=2126640, zlib=375403, bz2=0, lzma=0, jpeg=497119
threshold=(10, 30), ssim=0.959121, orig=2126640, zlib=357893, bz2=0, lzma=0, jpeg=486123
threshold=(10, 40), ssim=0.955178, orig=2126640, zlib=338373, bz2=0, lzma=0, jpeg=473256
threshold=(10, 50), ssim=0.949676, orig=2126640, zlib=316559, bz2=0, lzma=0, jpeg=458523
threshold=(10, 60), ssim=0.943210, orig=2126640, zlib=291835, bz2=0, lzma=0, jpeg=441818
threshold=(10, 70), ssim=0.936453, orig=2126640, zlib=265679, bz2=0, lzma=0, jpeg=423280
threshold=(10, 80), ssim=0.929669, orig=2126640, zlib=235955, bz2=0, lzma=0, jpeg=402002
threshold=(10, 90), ssim=0.923415, orig=2126640, zlib=205008, bz2=0, lzma=0, jpeg=378703
threshold=(10, 100), ssim=0.918570, orig=2126640, zlib=173802, bz2=0, lzma=0, jpeg=355078
threshold=(20, 20), ssim=0.955718, orig=2123360, zlib=369407, bz2=0, lzma=0, jpeg=492599
threshold=(20, 30), ssim=0.953067, orig=2123360, zlib=352249, bz2=0, lzma=0, jpeg=481649
threshold=(20, 40), ssim=0.949152, orig=2123360, zlib=332866, bz2=0, lzma=0, jpeg=468854
threshold=(20, 50), ssim=0.943675, orig=2123360, zlib=311160, bz2=0, lzma=0, jpeg=454020
