threshold=(0, 0), ssim=0.980349, orig=2129912, zlib=241607, bz2=0, lzma=0, jpeg=450838
threshold=(0, 10), ssim=0.980222, orig=2129912, zlib=240618, bz2=0, lzma=0, jpeg=445524
threshold=(0, 20), ssim=0.980061, orig=2129912, zlib=238713, bz2=0, lzma=0, jpeg=439648
threshold=(0, 30), ssim=0.979858, orig=2129912, zlib=235978, bz2=0, lzma=0, jpeg=433332
threshold=(0, 40), ssim=0.979569, orig=2129912, zlib=231714, bz2=0, lzma=0, jpeg=426449
threshold=(0, 50), ssim=0.979072, orig=2129912, zlib=227129, bz2=0, lzma=0, jpeg=418713
threshold=(0, 60), ssim=0.976387, orig=2129912, zlib=213888, bz2=0, lzma=0, jpeg=408952
threshold=(0, 70), ssim=0.967742, orig=2129912, zlib=191726, bz2=0, lzma=0, jpeg=392439
threshold=(0, 80), ssim=0.959701, orig=2129912, zlib=168414, bz2=0, lzma=0, jpeg=373906
threshold=(0, 90), ssim=0.951550, orig=2129912, zlib=141674, bz2=0, lzma=0, jpeg=353899
threshold=(0, 100), ssim=0.942407, orig=2129912, zlib=110399, bz2=0, lzma=0, jpeg=330276
threshold=(10, 10), ssim=0.979730, orig=2126640, zlib=239370, bz2=0, lzma=0, jpeg=442519
threshold=(10, 20), ssim=0.979611, orig=2126640, zlib=237999, bz2=0, lzma=0, jpeg=436930
threshold=(10, 30), ssim=0.979443, orig=2126640, zlib=235266, bz2=0, lzma=0, jpeg=430739
threshold=(10, 40), ssim=0.979174, orig=2126640, zlib=230741, bz2=0, lzma=0, jpeg=423982
threshold=(10, 50), ssim=0.978683, orig=2126640, zlib=226746, bz2=0, lzma=0, jpeg=416316
threshold=(10, 60), ssim=0.976000, orig=2126640, zlib=213004, bz2=0, lzma=0, jpeg=406692
threshold=(10, 70), ssim=0.967355, orig=2126640, zlib=190978, bz2=0, lzma=0, jpeg=390239
threshold=(10, 80), ssim=0.959315, orig=2126640, zlib=167753, bz2=0, lzma=0, jpeg=371733
threshold=(10, 90), ssim=0.951164, orig=2126640, zlib=140721, bz2=0, lzma=0, jpeg=351783
threshold=(10, 100), ssim=0.942023, orig=2126640, zlib=110166, bz2=0, lzma=0, jpeg=328045
threshold=(20, 20), ssim=0.979294, orig=2123360, zlib=236270, bz2=0, lzma=0, jpeg=433893
threshold=(20, 30), ssim=0.979160, orig=2123360, zlib=233976, bz2=0, lzma=0, jpeg=427989
threshold=(20, 40), ssim=0.978916, orig=2123360, zlib=230295, bz2=0, lzma=0, jpeg=421387
threshold=(20, 50), ssim=0.978437, orig=2123360, zlib=225923, bz2=0, lzma=0, jpeg=413837
threshold=(20, 60), ssim=0.975759, orig=2123360, zlib=211835, bz2=0, lzma=0, jpeg=404317
threshold=(20, 70), ssim=0.967115, orig=2123360, zlib=190516, bz2=0, lzma=0, jpeg=387920
threshold=(20, 80), ssim=0.959077, orig=2123360, zlib=167158, bz2=0, lzma=0, jpeg=369492
threshold=(20, 90), ssim=0.950926, orig=2123360, zlib=140121, bz2=0, lzma=0, jpeg=349578
threshold=(20, 100), ssim=0.941786, orig=2123360, zlib=109319, bz2=0, lzma=0, jpeg=325713
threshold=(30, 30), ssim=0.978859, orig=2120088, zlib=231771, bz2=0, lzma=0, jpeg=424941
