threshold=(0, 0), ssim=0.993015, orig=2129912, zlib=98016, bz2=0, lzma=0, jpeg=358466
threshold=(0, 10), ssim=0.992879, orig=2129912, zlib=95372, bz2=0, lzma=0, jpeg=354122
threshold=(0, 20), ssim=0.992704, orig=2129912, zlib=93278, bz2=0, lzma=0, jpeg=349742
threshold=(0, 30), ssim=0.992463, orig=2129912, zlib=90057, bz2=0, lzma=0, jpeg=344983
threshold=(0, 40), ssim=0.992173, orig=2129912, zlib=86452, bz2=0, lzma=0, jpeg=340075
threshold=(0, 50), ssim=0.991787, orig=2129912, zlib=82095, bz2=0, lzma=0, jpeg=334779
threshold=(0, 60), ssim=0.991139, orig=2129912, zlib=75777, bz2=0, lzma=0, jpeg=328818
threshold=(0, 70), ssim=0.990293, orig=2129912, zlib=67586, bz2=0, lzma=0, jpeg=322187
threshold=(0, 80), ssim=0.989264, orig=2129912, zlib=61533, bz2=0, lzma=0, jpeg=314821
threshold=(0, 90), ssim=0.988198, orig=2129912, zlib=51237, bz2=0, lzma=0, jpeg=305868
threshold=(0, 100), ssim=0.986577, orig=2129912, zlib=38750, bz2=0, lzma=0, jpeg=293344
threshold=(10, 10), ssim=0.992335, orig=2126640, zlib=93918, bz2=0, lzma=0, jpeg=351006
threshold=(10, 20), ssim=0.992201, orig=2126640, zlib=92428, bz2=0, lzma=0, jpeg=346927
threshold=(10, 30), ssim=0.991982, orig=2126640, zlib=89733, bz2=0, lzma=0, jpeg=342470
threshold=(10, 40), ssim=0.991703, orig=2126640, zlib=86034, bz2=0, lzma=0, jpeg=337651
threshold=(10, 50), ssim=0.991327, orig=2126640, zlib=81423, bz2=0, lzma=0, jpeg=332359
threshold=(10, 60), ssim=0.990685, orig=2126640, zlib=75118, bz2=0, lzma=0, jpeg=326480
threshold=(10, 70), ssim=0.989843, orig=2126640, zlib=67461, bz2=0, lzma=0, jpeg=319900
threshold=(10, 80), ssim=0.988815, orig=2126640, zlib=60983, bz2=0, lzma=0, jpeg=312587
threshold=(10, 90), ssim=0.987753, orig=2126640, zlib=50766, bz2=0, lzma=0, jpeg=303806
threshold=(10, 100), ssim=0.986135, orig=2126640, zlib=37358, bz2=0, lzma=0, jpeg=291448
threshold=(20, 20), ssim=0.991849, orig=2123360, zlib=90318, bz2=0, lzma=0, jpeg=343756
threshold=(20, 30), ssim=0.991673, orig=2123360, zlib=88670, bz2=0, lzma=0, jpeg=339683
threshold=(20, 40), ssim=0.991413, orig=2123360, zlib=85067, bz2=0, lzma=0, jpeg=335042
threshold=(20, 50), ssim=0.991047, orig=2123360, zlib=80363, bz2=0, lzma=0, jpeg=329830
threshold=(20, 60), ssim=0.990420, orig=2123360, zlib=73902, bz2=0, lzma=0, jpeg=324018
threshold=(20, 70), ssim=0.989588, orig=2123360, zlib=66707, bz2=0, lzma=0, jpeg=317504
threshold=(20, 80), ssim=0.988562, orig=2123360, zlib=59877, bz2=0, lzma=0, jpeg=310249
threshold=(20, 90), ssim=0.987503, orig=2123360, zlib=49574, bz2=0, lzma=0, jpeg=301634
