threshold=(0, 0), ssim=0.980823, orig=2129912, zlib=281225, bz2=0, lzma=0, jpeg=452324
threshold=(0, 10), ssim=0.980579, orig=2129912, zlib=276857, bz2=0, lzma=0, jpeg=446339
threshold=(0, 20), ssim=0.979546, orig=2129912, zlib=267827, bz2=0, lzma=0, jpeg=438869
threshold=(0, 30), ssim=0.977374, orig=2129912, zlib=255807, bz2=0, lzma=0, jpeg=430122
threshold=(0, 40), ssim=0.974041, orig=2129912, zlib=240263, bz2=0, lzma=0, jpeg=419897
threshold=(0, 50), ssim=0.970374, orig=2129912, zlib=224520, bz2=0, lzma=0, jpeg=408612
threshold=(0, 60), ssim=0.966563, orig=2129912, zlib=207464, bz2=0, lzma=0, jpeg=395597
threshold=(0, 70), ssim=0.962439, orig=2129912, zlib=188445, bz2=0, lzma=0, jpeg=381801
threshold=(0, 80), ssim=0.958558, orig=2129912, zlib=168744, bz2=0, lzma=0, jpeg=367221
threshold=(0, 90), ssim=0.954184, orig=2129912, zlib=147367, bz2=0, lzma=0, jpeg=350350
threshold=(0, 100), ssim=0.949048, orig=2129912, zlib=121237, bz2=0, lzma=0, jpeg=329718
threshold=(10, 10), ssim=0.980303, orig=2126640, zlib=275555, bz2=0, lzma=0, jpeg=443475
threshold=(10, 20), ssim=0.979323, orig=2126640, zlib=266798, bz2=0, lzma=0, jpeg=436233
threshold=(10, 30), ssim=0.977168, orig=2126640, zlib=254656, bz2=0, lzma=0, jpeg=427558
threshold=(10, 40), ssim=0.973846, orig=2126640, zlib=239184, bz2=0, lzma=0, jpeg=417378
threshold=(10, 50), ssim=0.970190, orig=2126640, zlib=223004, bz2=0, lzma=0, jpeg=406137
threshold=(10, 60), ssim=0.966385, orig=2126640, zlib=205899, bz2=0, lzma=0, jpeg=393192
threshold=(10, 70), ssim=0.962263, orig=2126640, zlib=186808, bz2=0, lzma=0, jpeg=379477
threshold=(10, 80), ssim=0.958382, orig=2126640, zlib=167582, bz2=0, lzma=0, jpeg=364917
threshold=(10, 90), ssim=0.954011, orig=2126640, zlib=145938, bz2=0, lzma=0, jpeg=348138
threshold=(10, 100), ssim=0.948877, orig=2126640, zlib=119201, bz2=0, lzma=0, jpeg=327323
threshold=(20, 20), ssim=0.978535, orig=2123360, zlib=263795, bz2=0, lzma=0, jpeg=432980
threshold=(20, 30), ssim=0.976428, orig=2123360, zlib=252196, bz2=0, lzma=0, jpeg=424488
threshold=(20, 40), ssim=0.973139, orig=2123360, zlib=236687, bz2=0, lzma=0, jpeg=414442
threshold=(20, 50), ssim=0.969501, orig=2123360, zlib=220448, bz2=0, lzma=0, jpeg=403284
threshold=(20, 60), ssim=0.965708, orig=2123360, zlib=202661, bz2=0, lzma=0, jpeg=390403
threshold=(20, 70), ssim=0.961596, orig=2123360, zlib=183968, bz2=0, lzma=0, jpeg=376820
threshold=(20, 80), ssim=0.957728, orig=2123360, zlib=165098, bz2=0, lzma=0, jpeg=362311
threshold=(20, 90), ssim=0.953364, orig=2123360, zlib=142801, bz2=0, lzma=0, jpeg=345536
threshold=(20, 100), ssim=0.948232, orig=2123360, zlib=115930, bz2=0, lzma=0, jpeg=324688
