threshold=(0, 0), ssim=0.971921, orig=2129664, zlib=286498, bz2=0, lzma=0, jpeg=443227
threshold=(0, 10), ssim=0.971373, orig=2129664, zlib=279802, bz2=0, lzma=0, jpeg=436289
threshold=(0, 20), ssim=0.969665, orig=2129664, zlib=267476, bz2=0, lzma=0, jpeg=428441
threshold=(0, 30), ssim=0.967399, orig=2129664, zlib=253009, bz2=0, lzma=0, jpeg=419709
threshold=(0, 40), ssim=0.964988, orig=2129664, zlib=236368, bz2=0, lzma=0, jpeg=410244
threshold=(0, 50), ssim=0.962225, orig=2129664, zlib=218903, bz2=0, lzma=0, jpeg=399612
threshold=(0, 60), ssim=0.959298, orig=2129664, zlib=200206, bz2=0, lzma=0, jpeg=387448
threshold=(0, 70), ssim=0.956384, orig=2129664, zlib=181253, bz2=0, lzma=0, jpeg=374355
threshold=(0, 80), ssim=0.953651, orig=2129664, zlib=161128, bz2=0, lzma=0, jpeg=360433
threshold=(0, 90), ssim=0.950431, orig=2129664, zlib=137803, bz2=0, lzma=0, jpeg=344982
threshold=(0, 100), ssim=0.947129, orig=2129664, zlib=114493, bz2=0, lzma=0, jpeg=328146
threshold=(10, 10), ssim=0.970784, orig=2126640, zlib=277779, bz2=0, lzma=0, jpeg=433729
threshold=(10, 20), ssim=0.969109, orig=2126640, zlib=265806, bz2=0, lzma=0, jpeg=425917
threshold=(10, 30), ssim=0.966871, orig=2126640, zlib=251318, bz2=0, lzma=0, jpeg=417201
threshold=(10, 40), ssim=0.964471, orig=2126640, zlib=234780, bz2=0, lzma=0, jpeg=407747
threshold=(10, 50), ssim=0.961718, orig=2126640, zlib=217451, bz2=0, lzma=0, jpeg=397128
threshold=(10, 60), ssim=0.958796, orig=2126640, zlib=198545, bz2=0, lzma=0, jpeg=384971
threshold=(10, 70), ssim=0.955897, orig=2126640, zlib=179546, bz2=0, lzma=0, jpeg=371882
threshold=(10, 80), ssim=0.953181, orig=2126640, zlib=159494, bz2=0, lzma=0, jpeg=357970
threshold=(10, 90), ssim=0.949967, orig=2126640, zlib=136244, bz2=0, lzma=0, jpeg=342516
threshold=(10, 100), ssim=0.946672, orig=2126640, zlib=111964, bz2=0, lzma=0, jpeg=325694
threshold=(20, 20), ssim=0.967118, orig=2123360, zlib=261530, bz2=0, lzma=0, jpeg=422850
threshold=(20, 30), ssim=0.964951, orig=2123360, zlib=247911, bz2=0, lzma=0, jpeg=414146
threshold=(20, 40), ssim=0.962573, orig=2123360, zlib=231309, bz2=0, lzma=0, jpeg=404702
threshold=(20, 50), ssim=0.959838, orig=2123360, zlib=214175, bz2=0, lzma=0, jpeg=394092
threshold=(20, 60), ssim=0.956920, orig=2123360, zlib=195235, bz2=0, lzma=0, jpeg=381947
threshold=(20, 70), ssim=0.954023, orig=2123360, zlib=175901, bz2=0, lzma=0, jpeg=368879
threshold=(20, 80), ssim=0.951315, orig=2123360, zlib=155852, bz2=0, lzma=0, jpeg=354982
threshold=(20, 90), ssim=0.948106, orig=2123360, zlib=132765, bz2=0, lzma=0, jpeg=339582
threshold=(20, 100), ssim=0.944815, orig=2123360, zlib=108626, bz2=0, lzma=0, jpeg=322783
threshold=(30, 30), ssim=0.961159, orig=2120088, zlib=242383, bz2=0, lzma=0, jpeg=410680
threshold=(30, 40), ssim=0.958846, orig=2120088, zlib=226846, bz2=0, lzma=0, jpeg=401243
threshold=(30, 50), ssim=0.956144, orig=2120088, zlib=209465, bz2=0, lzma=0, jpeg=390639
threshold=(30, 60), ssim=0.953237, orig=2120088, zlib=190823, bz2=0, lzma=0, jpeg=378502
threshold=(30, 70), ssim=0.950344, orig=2120088, zlib=170610, bz2=0, lzma=0, jpeg=365447
threshold=(30, 80), ssim=0.947647, orig=2120088, zlib=150719, bz2=0, lzma=0, jpeg=351574
threshold=(30, 90), ssim=0.944445, orig=2120088, zlib=127613, bz2=0, lzma=0, jpeg=336216
threshold=(30, 100), ssim=0.941163, orig=2120088, zlib=103574, bz2=0, lzma=0, jpeg=319436
threshold=(40, 40), ssim=0.953947, orig=2116808, zlib=221185, bz2=0, lzma=0, jpeg=397374
threshold=(40, 50), ssim=0.951285, orig=2116808, zlib=203505, bz2=0, lzma=0, jpeg=386786
threshold=(40, 60), ssim=0.948398, orig=2116808, zlib=185306, bz2=0, lzma=0, jpeg=374648
threshold=(40, 70), ssim=0.945511, orig=2116808, zlib=166063, bz2=0, lzma=0, jpeg=361607
threshold=(40, 80), ssim=0.942818, orig=2116808, zlib=144313, bz2=0, lzma=0, jpeg=347756
threshold=(40, 90), ssim=0.939625, orig=2116808, zlib=121704, bz2=0, lzma=0, jpeg=332433
threshold=(40, 100), ssim=0.936353, orig=2116808, zlib=97557, bz2=0, lzma=0, jpeg=315686
threshold=(50, 50), ssim=0.944602, orig=2113536, zlib=197560, bz2=0, lzma=0, jpeg=382355
threshold=(50, 60), ssim=0.941744, orig=2113536, zlib=178102, bz2=0, lzma=0, jpeg=370225
threshold=(50, 70), ssim=0.938874, orig=2113536, zlib=159380, bz2=0, lzma=0, jpeg=357202
threshold=(50, 80), ssim=0.936190, orig=2113536, zlib=139142, bz2=0, lzma=0, jpeg=343381
threshold=(50, 90), ssim=0.933024, orig=2113536, zlib=115219, bz2=0, lzma=0, jpeg=328069
threshold=(50, 100), ssim=0.929755, orig=2113536, zlib=90081, bz2=0, lzma=0, jpeg=311347
threshold=(60, 60), ssim=0.934472, orig=2110256, zlib=171006, bz2=0, lzma=0, jpeg=365090
threshold=(60, 70), ssim=0.931614, orig=2110256, zlib=151022, bz2=0, lzma=0, jpeg=352071
threshold=(60, 80), ssim=0.928942, orig=2110256, zlib=131021, bz2=0, lzma=0, jpeg=338292
threshold=(60, 90), ssim=0.925788, orig=2110256, zlib=108376, bz2=0, lzma=0, jpeg=322998
threshold=(60, 100), ssim=0.922530, orig=2110256, zlib=83765, bz2=0, lzma=0, jpeg=306242
threshold=(70, 70), ssim=0.924059, orig=2106984, zlib=142492, bz2=0, lzma=0, jpeg=346256
threshold=(70, 80), ssim=0.921387, orig=2106984, zlib=122318, bz2=0, lzma=0, jpeg=332503
threshold=(70, 90), ssim=0.918215, orig=2106984, zlib=98555, bz2=0, lzma=0, jpeg=317263
threshold=(70, 100), ssim=0.914966, orig=2106984, zlib=73827, bz2=0, lzma=0, jpeg=300458
threshold=(80, 80), ssim=0.913840, orig=2103704, zlib=111655, bz2=0, lzma=0, jpeg=326135
threshold=(80, 90), ssim=0.910680, orig=2103704, zlib=90065, bz2=0, lzma=0, jpeg=310914
threshold=(80, 100), ssim=0.907442, orig=2103704, zlib=65144, bz2=0, lzma=0, jpeg=294050
threshold=(90, 90), ssim=0.902366, orig=2100432, zlib=77391, bz2=0, lzma=0, jpeg=303270
threshold=(90, 100), ssim=0.899165, orig=2100432, zlib=52525, bz2=0, lzma=0, jpeg=286340
threshold=(100, 100), ssim=0.890784, orig=2097152, zlib=38787, bz2=0, lzma=0, jpeg=276539
