threshold=(0, 0), ssim=0.951811, orig=2128592, zlib=402072, bz2=0, lzma=0, jpeg=524720
threshold=(0, 10), ssim=0.951761, orig=2128592, zlib=401275, bz2=0, lzma=0, jpeg=520914
threshold=(0, 20), ssim=0.950127, orig=2128592, zlib=392739, bz2=0, lzma=0, jpeg=511981
threshold=(0, 30), ssim=0.943302, orig=2128592, zlib=371784, bz2=0, lzma=0, jpeg=497015
threshold=(0, 40), ssim=0.933847, orig=2128592, zlib=347588, bz2=0, lzma=0, jpeg=479035
threshold=(0, 50), ssim=0.924094, orig=2128592, zlib=321654, bz2=0, lzma=0, jpeg=460072
threshold=(0, 60), ssim=0.914018, orig=2128592, zlib=293449, bz2=0, lzma=0, jpeg=440446
threshold=(0, 70), ssim=0.903353, orig=2128592, zlib=263963, bz2=0, lzma=0, jpeg=419704
threshold=(0, 80), ssim=0.893186, orig=2128592, zlib=233423, bz2=0, lzma=0, jpeg=397826
threshold=(0, 90), ssim=0.884078, orig=2128592, zlib=203311, bz2=0, lzma=0, jpeg=375653
threshold=(0, 100), ssim=0.875960, orig=2128592, zlib=173162, bz2=0, lzma=0, jpeg=352888
threshold=(10, 10), ssim=0.951564, orig=2126640, zlib=400589, bz2=0, lzma=0, jpeg=519239
threshold=(10, 20), ssim=0.949973, orig=2126640, zlib=392232, bz2=0, lzma=0, jpeg=510488
threshold=(10, 30), ssim=0.943155, orig=2126640, zlib=371124, bz2=0, lzma=0, jpeg=495483
threshold=(10, 40), ssim=0.933701, orig=2126640, zlib=346666, bz2=0, lzma=0, jpeg=477513
threshold=(10, 50), ssim=0.923948, orig=2126640, zlib=320817, bz2=0, lzma=0, jpeg=458560
threshold=(10, 60), ssim=0.913871, orig=2126640, zlib=292761, bz2=0, lzma=0, jpeg=438942
threshold=(10, 70), ssim=0.903207, orig=2126640, zlib=263173, bz2=0, lzma=0, jpeg=418221
threshold=(10, 80), ssim=0.893041, orig=2126640, zlib=232438, bz2=0, lzma=0, jpeg=396360
threshold=(10, 90), ssim=0.883933, orig=2126640, zlib=202909, bz2=0, lzma=0, jpeg=374199
threshold=(10, 100), ssim=0.875815, orig=2126640, zlib=172691, bz2=0, lzma=0, jpeg=351409
threshold=(20, 20), ssim=0.949371, orig=2123360, zlib=389903, bz2=0, lzma=0, jpeg=507308
threshold=(20, 30), ssim=0.942576, orig=2123360, zlib=369104, bz2=0, lzma=0, jpeg=492369
threshold=(20, 40), ssim=0.933124, orig=2123360, zlib=344040, bz2=0, lzma=0, jpeg=474462
threshold=(20, 50), ssim=0.923374, orig=2123360, zlib=318274, bz2=0, lzma=0, jpeg=455538
threshold=(20, 60), ssim=0.913301, orig=2123360, zlib=289851, bz2=0, lzma=0, jpeg=435950
threshold=(20, 70), ssim=0.902641, orig=2123360, zlib=260242, bz2=0, lzma=0, jpeg=415252
threshold=(20, 80), ssim=0.892483, orig=2123360, zlib=230333, bz2=0, lzma=0, jpeg=393409
threshold=(20, 90), ssim=0.883382, orig=2123360, zlib=200411, bz2=0, lzma=0, jpeg=371259
threshold=(20, 100), ssim=0.875283, orig=2123360, zlib=169922, bz2=0, lzma=0, jpeg=348454
threshold=(30, 30), ssim=0.933388, orig=2120088, zlib=361039, bz2=0, lzma=0, jpeg=487464
threshold=(30, 40), ssim=0.923928, orig=2120088, zlib=337118, bz2=0, lzma=0, jpeg=469660
threshold=(30, 50), ssim=0.914178, orig=2120088, zlib=311044, bz2=0, lzma=0, jpeg=450799
