threshold=(0, 0), ssim=0.971861, orig=2127000, zlib=361865, bz2=0, lzma=0, jpeg=505587
threshold=(0, 10), ssim=0.971855, orig=2127000, zlib=361912, bz2=0, lzma=0, jpeg=504787
threshold=(0, 20), ssim=0.971819, orig=2127000, zlib=359858, bz2=0, lzma=0, jpeg=497592
threshold=(0, 30), ssim=0.970917, orig=2127000, zlib=350132, bz2=0, lzma=0, jpeg=488680
threshold=(0, 40), ssim=0.966955, orig=2127000, zlib=332711, bz2=0, lzma=0, jpeg=476662
threshold=(0, 50), ssim=0.960961, orig=2127000, zlib=310925, bz2=0, lzma=0, jpeg=461649
threshold=(0, 60), ssim=0.954298, orig=2127000, zlib=286417, bz2=0, lzma=0, jpeg=444698
threshold=(0, 70), ssim=0.947043, orig=2127000, zlib=260029, bz2=0, lzma=0, jpeg=425431
threshold=(0, 80), ssim=0.939837, orig=2127000, zlib=231899, bz2=0, lzma=0, jpeg=404474
threshold=(0, 90), ssim=0.933687, orig=2127000, zlib=201261, bz2=0, lzma=0, jpeg=381723
threshold=(0, 100), ssim=0.926488, orig=2127000, zlib=168063, bz2=0, lzma=0, jpeg=355271
threshold=(10, 10), ssim=0.971764, orig=2126568, zlib=361668, bz2=0, lzma=0, jpeg=504417
threshold=(10, 20), ssim=0.971732, orig=2126568, zlib=359755, bz2=0, lzma=0, jpeg=497265
threshold=(10, 30), ssim=0.970831, orig=2126568, zlib=350029, bz2=0, lzma=0, jpeg=488364
threshold=(10, 40), ssim=0.966869, orig=2126568, zlib=332585, bz2=0, lzma=0, jpeg=476345
threshold=(10, 50), ssim=0.960875, orig=2126568, zlib=310744, bz2=0, lzma=0, jpeg=461336
threshold=(10, 60), ssim=0.954211, orig=2126568, zlib=286313, bz2=0, lzma=0, jpeg=444372
threshold=(10, 70), ssim=0.946957, orig=2126568, zlib=259903, bz2=0, lzma=0, jpeg=425108
threshold=(10, 80), ssim=0.939753, orig=2126568, zlib=231759, bz2=0, lzma=0, jpeg=404155
threshold=(10, 90), ssim=0.933603, orig=2126568, zlib=201130, bz2=0, lzma=0, jpeg=381404
threshold=(10, 100), ssim=0.926404, orig=2126568, zlib=167952, bz2=0, lzma=0, jpeg=354955
threshold=(20, 20), ssim=0.971672, orig=2123360, zlib=358602, bz2=0, lzma=0, jpeg=494660
threshold=(20, 30), ssim=0.970785, orig=2123360, zlib=348918, bz2=0, lzma=0, jpeg=485860
threshold=(20, 40), ssim=0.966823, orig=2123360, zlib=331423, bz2=0, lzma=0, jpeg=473847
threshold=(20, 50), ssim=0.960833, orig=2123360, zlib=309148, bz2=0, lzma=0, jpeg=458874
threshold=(20, 60), ssim=0.954173, orig=2123360, zlib=284812, bz2=0, lzma=0, jpeg=441774
threshold=(20, 70), ssim=0.946926, orig=2123360, zlib=258093, bz2=0, lzma=0, jpeg=422530
threshold=(20, 80), ssim=0.939724, orig=2123360, zlib=229868, bz2=0, lzma=0, jpeg=401606
threshold=(20, 90), ssim=0.933575, orig=2123360, zlib=199059, bz2=0, lzma=0, jpeg=378867
threshold=(20, 100), ssim=0.926376, orig=2123360, zlib=166440, bz2=0, lzma=0, jpeg=352414
threshold=(30, 30), ssim=0.970164, orig=2120088, zlib=346377, bz2=0, lzma=0, jpeg=482907
threshold=(30, 40), ssim=0.966237, orig=2120088, zlib=329077, bz2=0, lzma=0, jpeg=470934
threshold=(30, 50), ssim=0.960255, orig=2120088, zlib=306973, bz2=0, lzma=0, jpeg=455909
threshold=(30, 60), ssim=0.953605, orig=2120088, zlib=281623, bz2=0, lzma=0, jpeg=438810
threshold=(30, 70), ssim=0.946365, orig=2120088, zlib=254551, bz2=0, lzma=0, jpeg=419593
threshold=(30, 80), ssim=0.939170, orig=2120088, zlib=226332, bz2=0, lzma=0, jpeg=398676
threshold=(30, 90), ssim=0.933026, orig=2120088, zlib=196891, bz2=0, lzma=0, jpeg=375959
threshold=(30, 100), ssim=0.925836, orig=2120088, zlib=162827, bz2=0, lzma=0, jpeg=349505
threshold=(40, 40), ssim=0.960278, orig=2116808, zlib=322244, bz2=0, lzma=0, jpeg=466656
threshold=(40, 50), ssim=0.954293, orig=2116808, zlib=300942, bz2=0, lzma=0, jpeg=451658
threshold=(40, 60), ssim=0.947648, orig=2116808, zlib=276349, bz2=0, lzma=0, jpeg=434593
threshold=(40, 70), ssim=0.940452, orig=2116808, zlib=248856, bz2=0, lzma=0, jpeg=415398
threshold=(40, 80), ssim=0.933263, orig=2116808, zlib=220257, bz2=0, lzma=0, jpeg=394499
threshold=(40, 90), ssim=0.927123, orig=2116808, zlib=189932, bz2=0, lzma=0, jpeg=371790
threshold=(40, 100), ssim=0.919933, orig=2116808, zlib=155239, bz2=0, lzma=0, jpeg=345342
threshold=(50, 50), ssim=0.940703, orig=2113536, zlib=289519, bz2=0, lzma=0, jpeg=445456
threshold=(50, 60), ssim=0.934022, orig=2113536, zlib=265944, bz2=0, lzma=0, jpeg=428417
threshold=(50, 70), ssim=0.926836, orig=2113536, zlib=238467, bz2=0, lzma=0, jpeg=409268
threshold=(50, 80), ssim=0.919645, orig=2113536, zlib=209498, bz2=0, lzma=0, jpeg=388394
threshold=(50, 90), ssim=0.913505, orig=2113536, zlib=178234, bz2=0, lzma=0, jpeg=365687
threshold=(50, 100), ssim=0.906294, orig=2113536, zlib=145462, bz2=0, lzma=0, jpeg=339240
threshold=(60, 60), ssim=0.919357, orig=2110256, zlib=253584, bz2=0, lzma=0, jpeg=420726
threshold=(60, 70), ssim=0.912133, orig=2110256, zlib=226772, bz2=0, lzma=0, jpeg=401583
threshold=(60, 80), ssim=0.904972, orig=2110256, zlib=197923, bz2=0, lzma=0, jpeg=380783
threshold=(60, 90), ssim=0.898818, orig=2110256, zlib=166993, bz2=0, lzma=0, jpeg=358134
threshold=(60, 100), ssim=0.891605, orig=2110256, zlib=131299, bz2=0, lzma=0, jpeg=331683
threshold=(70, 70), ssim=0.897030, orig=2106984, zlib=211136, bz2=0, lzma=0, jpeg=391912
threshold=(70, 80), ssim=0.889839, orig=2106984, zlib=182901, bz2=0, lzma=0, jpeg=371201
threshold=(70, 90), ssim=0.883654, orig=2106984, zlib=152285, bz2=0, lzma=0, jpeg=348654
threshold=(70, 100), ssim=0.876413, orig=2106984, zlib=117278, bz2=0, lzma=0, jpeg=322297
threshold=(80, 80), ssim=0.875540, orig=2103704, zlib=165572, bz2=0, lzma=0, jpeg=359970
threshold=(80, 90), ssim=0.869325, orig=2103704, zlib=135649, bz2=0, lzma=0, jpeg=337532
threshold=(80, 100), ssim=0.862094, orig=2103704, zlib=100776, bz2=0, lzma=0, jpeg=311269
threshold=(90, 90), ssim=0.856269, orig=2100432, zlib=116255, bz2=0, lzma=0, jpeg=325221
threshold=(90, 100), ssim=0.848988, orig=2100432, zlib=81938, bz2=0, lzma=0, jpeg=298980
threshold=(100, 100), ssim=0.835890, orig=2097152, zlib=59213, bz2=0, lzma=0, jpeg=283756
