threshold=(0, 0), ssim=0.957890, orig=2129704, zlib=213311, bz2=0, lzma=0, jpeg=405270
threshold=(0, 10), ssim=0.957694, orig=2129704, zlib=207998, bz2=0, lzma=0, jpeg=399647
threshold=(0, 20), ssim=0.957292, orig=2129704, zlib=202527, bz2=0, lzma=0, jpeg=396120
threshold=(0, 30), ssim=0.956894, orig=2129704, zlib=194373, bz2=0, lzma=0, jpeg=391828
threshold=(0, 40), ssim=0.956330, orig=2129704, zlib=183641, bz2=0, lzma=0, jpeg=386310
threshold=(0, 50), ssim=0.954685, orig=2129704, zlib=174499, bz2=0, lzma=0, jpeg=378479
threshold=(0, 60), ssim=0.951195, orig=2129704, zlib=157912, bz2=0, lzma=0, jpeg=367767
threshold=(0, 70), ssim=0.945818, orig=2129704, zlib=139257, bz2=0, lzma=0, jpeg=355286
threshold=(0, 80), ssim=0.938442, orig=2129704, zlib=119152, bz2=0, lzma=0, jpeg=341413
threshold=(0, 90), ssim=0.931062, orig=2129704, zlib=98437, bz2=0, lzma=0, jpeg=325916
threshold=(0, 100), ssim=0.925504, orig=2129704, zlib=77340, bz2=0, lzma=0, jpeg=310255
threshold=(10, 10), ssim=0.957304, orig=2126640, zlib=207134, bz2=0, lzma=0, jpeg=396966
threshold=(10, 20), ssim=0.956906, orig=2126640, zlib=201351, bz2=0, lzma=0, jpeg=393546
threshold=(10, 30), ssim=0.956510, orig=2126640, zlib=193288, bz2=0, lzma=0, jpeg=389298
threshold=(10, 40), ssim=0.955952, orig=2126640, zlib=182274, bz2=0, lzma=0, jpeg=383840
threshold=(10, 50), ssim=0.954316, orig=2126640, zlib=173428, bz2=0, lzma=0, jpeg=376130
threshold=(10, 60), ssim=0.950833, orig=2126640, zlib=157131, bz2=0, lzma=0, jpeg=365470
threshold=(10, 70), ssim=0.945470, orig=2126640, zlib=138187, bz2=0, lzma=0, jpeg=353055
threshold=(10, 80), ssim=0.938121, orig=2126640, zlib=118730, bz2=0, lzma=0, jpeg=339227
threshold=(10, 90), ssim=0.930760, orig=2126640, zlib=97887, bz2=0, lzma=0, jpeg=323766
threshold=(10, 100), ssim=0.925213, orig=2126640, zlib=75857, bz2=0, lzma=0, jpeg=308135
threshold=(20, 20), ssim=0.956424, orig=2123360, zlib=199597, bz2=0, lzma=0, jpeg=390540
threshold=(20, 30), ssim=0.956044, orig=2123360, zlib=192126, bz2=0, lzma=0, jpeg=386586
threshold=(20, 40), ssim=0.955495, orig=2123360, zlib=181307, bz2=0, lzma=0, jpeg=381242
threshold=(20, 50), ssim=0.953867, orig=2123360, zlib=172487, bz2=0, lzma=0, jpeg=373681
threshold=(20, 60), ssim=0.950393, orig=2123360, zlib=156159, bz2=0, lzma=0, jpeg=363073
threshold=(20, 70), ssim=0.945034, orig=2123360, zlib=137558, bz2=0, lzma=0, jpeg=350739
threshold=(20, 80), ssim=0.937690, orig=2123360, zlib=117721, bz2=0, lzma=0, jpeg=336981
threshold=(20, 90), ssim=0.930333, orig=2123360, zlib=97087, bz2=0, lzma=0, jpeg=321580
threshold=(20, 100), ssim=0.924791, orig=2123360, zlib=75101, bz2=0, lzma=0, jpeg=306038
threshold=(30, 30), ssim=0.955701, orig=2120088, zlib=189908, bz2=0, lzma=0, jpeg=383537
threshold=(30, 40), ssim=0.955159, orig=2120088, zlib=180110, bz2=0, lzma=0, jpeg=378478
threshold=(30, 50), ssim=0.953541, orig=2120088, zlib=170956, bz2=0, lzma=0, jpeg=371078
threshold=(30, 60), ssim=0.950080, orig=2120088, zlib=154626, bz2=0, lzma=0, jpeg=360553
threshold=(30, 70), ssim=0.944728, orig=2120088, zlib=136227, bz2=0, lzma=0, jpeg=348285
threshold=(30, 80), ssim=0.937391, orig=2120088, zlib=116213, bz2=0, lzma=0, jpeg=334607
threshold=(30, 90), ssim=0.930041, orig=2120088, zlib=95210, bz2=0, lzma=0, jpeg=319278
threshold=(30, 100), ssim=0.924504, orig=2120088, zlib=73404, bz2=0, lzma=0, jpeg=303687
threshold=(40, 40), ssim=0.954531, orig=2116808, zlib=178176, bz2=0, lzma=0, jpeg=375269
threshold=(40, 50), ssim=0.952932, orig=2116808, zlib=168653, bz2=0, lzma=0, jpeg=368144
threshold=(40, 60), ssim=0.949487, orig=2116808, zlib=152273, bz2=0, lzma=0, jpeg=357721
threshold=(40, 70), ssim=0.944144, orig=2116808, zlib=134033, bz2=0, lzma=0, jpeg=345562
threshold=(40, 80), ssim=0.936816, orig=2116808, zlib=114433, bz2=0, lzma=0, jpeg=331975
threshold=(40, 90), ssim=0.929472, orig=2116808, zlib=92181, bz2=0, lzma=0, jpeg=316729
threshold=(40, 100), ssim=0.923943, orig=2116808, zlib=70331, bz2=0, lzma=0, jpeg=301097
threshold=(50, 50), ssim=0.950335, orig=2113536, zlib=164215, bz2=0, lzma=0, jpeg=364590
threshold=(50, 60), ssim=0.946894, orig=2113536, zlib=149181, bz2=0, lzma=0, jpeg=354352
threshold=(50, 70), ssim=0.941579, orig=2113536, zlib=130313, bz2=0, lzma=0, jpeg=342302
threshold=(50, 80), ssim=0.934256, orig=2113536, zlib=110776, bz2=0, lzma=0, jpeg=328814
threshold=(50, 90), ssim=0.926917, orig=2113536, zlib=88909, bz2=0, lzma=0, jpeg=313643
threshold=(50, 100), ssim=0.921408, orig=2113536, zlib=65750, bz2=0, lzma=0, jpeg=298048
threshold=(60, 60), ssim=0.941867, orig=2110256, zlib=143367, bz2=0, lzma=0, jpeg=350118
threshold=(60, 70), ssim=0.936570, orig=2110256, zlib=124307, bz2=0, lzma=0, jpeg=338266
threshold=(60, 80), ssim=0.929267, orig=2110256, zlib=104900, bz2=0, lzma=0, jpeg=324906
threshold=(60, 90), ssim=0.921933, orig=2110256, zlib=83838, bz2=0, lzma=0, jpeg=309875
