threshold=(0, 0), ssim=0.980617, orig=2129912, zlib=240041, bz2=0, lzma=0, jpeg=418052
threshold=(0, 10), ssim=0.979918, orig=2129912, zlib=230972, bz2=0, lzma=0, jpeg=411015
threshold=(0, 20), ssim=0.978698, orig=2129912, zlib=221292, bz2=0, lzma=0, jpeg=403559
threshold=(0, 30), ssim=0.977299, orig=2129912, zlib=208313, bz2=0, lzma=0, jpeg=395869
threshold=(0, 40), ssim=0.975707, orig=2129912, zlib=196618, bz2=0, lzma=0, jpeg=387433
threshold=(0, 50), ssim=0.973746, orig=2129912, zlib=182662, bz2=0, lzma=0, jpeg=378022
threshold=(0, 60), ssim=0.971439, orig=2129912, zlib=166705, bz2=0, lzma=0, jpeg=367844
threshold=(0, 70), ssim=0.969090, orig=2129912, zlib=149720, bz2=0, lzma=0, jpeg=356687
threshold=(0, 80), ssim=0.966754, orig=2129912, zlib=131881, bz2=0, lzma=0, jpeg=344594
threshold=(0, 90), ssim=0.964432, orig=2129912, zlib=112593, bz2=0, lzma=0, jpeg=331516
threshold=(0, 100), ssim=0.961949, orig=2129912, zlib=93080, bz2=0, lzma=0, jpeg=316529
threshold=(10, 10), ssim=0.979109, orig=2126640, zlib=228221, bz2=0, lzma=0, jpeg=408184
threshold=(10, 20), ssim=0.977928, orig=2126640, zlib=219457, bz2=0, lzma=0, jpeg=400784
threshold=(10, 30), ssim=0.976542, orig=2126640, zlib=206834, bz2=0, lzma=0, jpeg=393108
threshold=(10, 40), ssim=0.974964, orig=2126640, zlib=194701, bz2=0, lzma=0, jpeg=384685
threshold=(10, 50), ssim=0.973020, orig=2126640, zlib=180839, bz2=0, lzma=0, jpeg=375309
threshold=(10, 60), ssim=0.970722, orig=2126640, zlib=165043, bz2=0, lzma=0, jpeg=365153
threshold=(10, 70), ssim=0.968380, orig=2126640, zlib=148098, bz2=0, lzma=0, jpeg=354012
threshold=(10, 80), ssim=0.966049, orig=2126640, zlib=130218, bz2=0, lzma=0, jpeg=341953
threshold=(10, 90), ssim=0.963736, orig=2126640, zlib=111333, bz2=0, lzma=0, jpeg=328897
threshold=(10, 100), ssim=0.961262, orig=2126640, zlib=90494, bz2=0, lzma=0, jpeg=313922
