threshold=(0, 0), ssim=0.958052, orig=2129888, zlib=306933, bz2=0, lzma=0, jpeg=451112
threshold=(0, 10), ssim=0.956809, orig=2129888, zlib=295623, bz2=0, lzma=0, jpeg=442959
threshold=(0, 20), ssim=0.954693, orig=2129888, zlib=280959, bz2=0, lzma=0, jpeg=433978
threshold=(0, 30), ssim=0.951820, orig=2129888, zlib=263160, bz2=0, lzma=0, jpeg=424372
threshold=(0, 40), ssim=0.948124, orig=2129888, zlib=244316, bz2=0, lzma=0, jpeg=413948
threshold=(0, 50), ssim=0.944097, orig=2129888, zlib=225428, bz2=0, lzma=0, jpeg=402916
threshold=(0, 60), ssim=0.939984, orig=2129888, zlib=206257, bz2=0, lzma=0, jpeg=391112
threshold=(0, 70), ssim=0.935826, orig=2129888, zlib=185893, bz2=0, lzma=0, jpeg=378458
threshold=(0, 80), ssim=0.930825, orig=2129888, zlib=162810, bz2=0, lzma=0, jpeg=363653
threshold=(0, 90), ssim=0.925821, orig=2129888, zlib=138891, bz2=0, lzma=0, jpeg=346503
threshold=(0, 100), ssim=0.920660, orig=2129888, zlib=114071, bz2=0, lzma=0, jpeg=328498
threshold=(10, 10), ssim=0.956082, orig=2126640, zlib=293559, bz2=0, lzma=0, jpeg=440399
threshold=(10, 20), ssim=0.953993, orig=2126640, zlib=279252, bz2=0, lzma=0, jpeg=431425
threshold=(10, 30), ssim=0.951120, orig=2126640, zlib=261304, bz2=0, lzma=0, jpeg=421820
threshold=(10, 40), ssim=0.947427, orig=2126640, zlib=242640, bz2=0, lzma=0, jpeg=411365
threshold=(10, 50), ssim=0.943412, orig=2126640, zlib=223628, bz2=0, lzma=0, jpeg=400314
threshold=(10, 60), ssim=0.939311, orig=2126640, zlib=204631, bz2=0, lzma=0, jpeg=388513
threshold=(10, 70), ssim=0.935167, orig=2126640, zlib=184304, bz2=0, lzma=0, jpeg=375855
threshold=(10, 80), ssim=0.930174, orig=2126640, zlib=161019, bz2=0, lzma=0, jpeg=361047
threshold=(10, 90), ssim=0.925173, orig=2126640, zlib=137191, bz2=0, lzma=0, jpeg=343903
threshold=(10, 100), ssim=0.920018, orig=2126640, zlib=111213, bz2=0, lzma=0, jpeg=325887
threshold=(20, 20), ssim=0.953234, orig=2123360, zlib=276835, bz2=0, lzma=0, jpeg=428680
threshold=(20, 30), ssim=0.950387, orig=2123360, zlib=259229, bz2=0, lzma=0, jpeg=419106
threshold=(20, 40), ssim=0.946701, orig=2123360, zlib=240785, bz2=0, lzma=0, jpeg=408654
threshold=(20, 50), ssim=0.942693, orig=2123360, zlib=222061, bz2=0, lzma=0, jpeg=397606
threshold=(20, 60), ssim=0.938601, orig=2123360, zlib=202599, bz2=0, lzma=0, jpeg=385798
threshold=(20, 70), ssim=0.934466, orig=2123360, zlib=182432, bz2=0, lzma=0, jpeg=373147
threshold=(20, 80), ssim=0.929478, orig=2123360, zlib=159273, bz2=0, lzma=0, jpeg=358362
threshold=(20, 90), ssim=0.924479, orig=2123360, zlib=135438, bz2=0, lzma=0, jpeg=341252
threshold=(20, 100), ssim=0.919328, orig=2123360, zlib=109413, bz2=0, lzma=0, jpeg=323275
